Div,Date,HomeTeam,AwayTeam,FTR,HTR,Season,FTHG,HTHG,HS,HST,HF,HC,HY,HR,FTAG,HTAG,AS,AST,AF,AC,AY,AR,bkm_prediction,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,PSCH,PSCD,PSCA,Country_Home,Elo_Home,Country_Away,Elo_Away,elo_diff,elo_diff_cuted
F1,2012-08-19,Ajaccio,Paris SG,D,D,2012_2013,0.0,0.0,10.0,2.0,7.0,7.0,3.0,0.0,0.0,0.0,7.0,3.0,9.0,4.0,2.0,1.0,2,6.0,3.6,1.62,6.25,3.9,1.53,4.4,3.5,1.7,6.55,3.83,1.65,6.5,3.6,1.57,6.5,3.8,1.62,5.94,3.84,1.69,FRA,1563.13012695,FRA,1749.37731934,-186.24719239,]-190 to -134]
F1,2012-09-29,Ajaccio,Brest,H,D,2012_2013,0.0,0.0,10.0,2.0,7.0,7.0,3.0,0.0,0.6666666666666666,0.0,6.0,1.6666666666666667,19.0,3.0,1.6666666666666667,0.0,1,1.91,3.2,4.33,1.9,3.1,4.5,2.0,3.2,3.4,1.96,3.2,4.93,1.95,3.0,4.5,1.92,3.25,4.8,1.79,3.42,5.95,FRA,1568.72094727,FRA,1570.97106934,-2.2501220700000886,]-22 to 34]
F1,2012-10-21,Ajaccio,Bastia,D,D,2012_2013,0.5,0.0,11.0,3.5,10.5,7.0,2.0,0.0,2.333333333333333,0.6666666666666666,9.0,5.0,19.0,3.6666666666666665,3.0,0.3333333333333333,1,2.3,3.2,3.2,2.25,3.2,3.2,2.4,3.15,2.9,2.49,3.28,3.14,2.4,3.2,3.0,2.45,3.25,3.2,2.5,3.2,3.24,FRA,1568.29272461,FRA,1518.11608887,50.17663573999994,]34 to 90]
F1,2012-11-04,Ajaccio,Marseille,A,D,2012_2013,0.3333333333333333,0.0,11.333333333333334,4.0,12.666666666666666,6.0,2.0,0.3333333333333333,0.6666666666666666,0.0,14.0,4.333333333333333,11.0,7.333333333333333,1.3333333333333333,0.0,2,3.6,3.2,2.1,3.5,3.25,2.1,3.75,3.2,2.0,3.82,3.23,2.2,3.4,3.2,2.2,3.8,3.25,2.2,3.58,3.36,2.25,FRA,1563.24316406,FRA,1685.38562012,-122.14245606000009,]-134 to -78]
F1,2012-11-17,Ajaccio,Sochaux,A,A,2012_2013,0.3333333333333333,0.0,10.666666666666666,5.0,15.0,5.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.0,11.0,2.6666666666666665,12.0,6.0,2.333333333333333,0.0,1,1.83,3.25,4.75,1.8,3.3,4.75,1.85,3.4,4.1,1.9,3.55,4.59,1.91,3.3,4.33,1.87,3.4,4.75,1.91,3.38,4.98,FRA,1572.71228027,FRA,1556.82250977,15.889770500000168,]-22 to 34]
F1,2012-11-30,Ajaccio,St Etienne,D,D,2012_2013,0.0,0.0,12.666666666666666,4.666666666666667,13.333333333333334,3.6666666666666665,2.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,14.333333333333334,4.666666666666667,11.0,7.333333333333333,1.0,0.0,2,3.1,3.1,2.4,3.0,3.1,2.4,2.9,3.15,2.4,3.17,3.21,2.51,2.88,3.2,2.5,3.12,3.2,2.5,3.2,3.41,2.41,FRA,1568.64782715,FRA,1670.32995605,-101.68212889999995,]-134 to -78]
F1,2012-12-12,Ajaccio,Reims,H,H,2012_2013,0.0,0.0,12.666666666666666,3.6666666666666665,10.0,3.333333333333333,1.3333333333333333,0.0,0.0,0.0,8.0,2.0,11.333333333333334,3.0,1.6666666666666667,0.3333333333333333,1,1.8,3.3,4.75,1.8,3.3,4.75,1.85,3.4,4.1,1.81,3.52,5.26,1.83,3.1,5.0,1.87,3.4,5.0,1.87,3.28,5.56,FRA,1558.9420166,FRA,1527.82922363,31.1127929700001,]-22 to 34]
F1,2012-12-22,Ajaccio,Rennes,A,D,2012_2013,0.6666666666666666,0.3333333333333333,13.666666666666666,3.0,11.333333333333334,4.0,1.6666666666666667,0.0,1.6666666666666667,0.6666666666666666,7.333333333333333,4.0,12.0,4.0,1.6666666666666667,1.3333333333333333,2,2.88,3.0,2.63,2.6,3.1,2.8,2.7,3.2,2.5,2.91,3.19,2.73,2.7,3.0,2.8,2.88,3.1,2.8,2.74,3.28,2.86,FRA,1558.01672363,FRA,1653.85791016,-95.84118653000019,]-134 to -78]
F1,2013-01-19,Ajaccio,Valenciennes,D,H,2012_2013,1.3333333333333333,1.0,11.666666666666666,3.333333333333333,12.666666666666666,5.0,1.6666666666666667,0.0,0.3333333333333333,0.0,8.333333333333334,2.6666666666666665,14.333333333333334,5.0,3.0,0.0,1,2.6,3.1,2.8,2.55,3.1,2.85,2.35,3.15,2.95,2.64,3.23,2.96,2.7,3.1,2.7,2.62,3.2,2.9,2.48,3.25,3.22,FRA,1554.88317871,FRA,1603.25109863,-48.36791991999985,]-78 to -22]
F1,2013-02-03,Ajaccio,Lyon,H,D,2012_2013,1.6666666666666667,1.3333333333333333,11.666666666666666,4.666666666666667,17.333333333333332,5.666666666666667,2.333333333333333,0.0,1.3333333333333333,1.0,12.333333333333334,3.6666666666666665,16.333333333333332,5.0,1.6666666666666667,0.0,2,3.75,3.3,2.0,3.8,3.3,2.0,3.9,3.35,1.9,4.02,3.3,2.11,3.75,3.3,2.0,4.0,3.3,2.1,3.52,3.47,2.23,FRA,1556.33007812,FRA,1758.50744629,-202.1773681699999,]-247 to -190]
F1,2013-02-09,Ajaccio,Bordeaux,H,H,2012_2013,2.0,1.0,9.666666666666666,5.0,19.666666666666668,4.666666666666667,2.333333333333333,0.0,1.3333333333333333,0.0,11.0,5.0,10.333333333333334,4.666666666666667,2.0,0.3333333333333333,2,3.2,3.0,2.4,3.2,3.0,2.4,3.1,3.1,2.3,3.53,3.08,2.4,3.2,3.0,2.4,3.4,3.1,2.4,3.3,3.29,2.42,FRA,1572.24951172,FRA,1726.95349121,-154.70397948999994,]-190 to -134]
F1,2013-02-23,Ajaccio,Lille,A,A,2012_2013,1.6666666666666667,0.6666666666666666,8.0,4.0,21.0,3.6666666666666665,2.333333333333333,0.0,1.6666666666666667,1.3333333333333333,13.0,4.0,12.0,5.333333333333333,1.6666666666666667,0.0,2,3.5,3.1,2.2,3.6,3.2,2.1,3.2,3.2,2.2,3.78,3.23,2.21,3.5,3.1,2.2,3.75,3.2,2.25,4.18,3.39,2.06,FRA,1588.03491211,FRA,1712.72058105,-124.68566893999991,]-134 to -78]
F1,2013-03-09,Ajaccio,Lorient,H,D,2012_2013,1.6666666666666667,0.3333333333333333,9.0,3.6666666666666665,19.0,5.0,1.6666666666666667,0.0,1.0,0.3333333333333333,9.0,3.6666666666666665,12.666666666666666,4.333333333333333,2.0,0.0,2,2.88,3.0,2.63,2.8,3.1,2.6,2.6,3.2,2.6,2.84,3.24,2.74,2.7,3.1,2.7,2.88,3.2,2.7,2.42,3.3,3.29,FRA,1570.23791504,FRA,1609.57568359,-39.337768549999964,]-78 to -22]
F1,2013-03-30,Ajaccio,Toulouse,A,D,2012_2013,1.0,0.3333333333333333,10.666666666666666,4.666666666666667,17.0,6.666666666666667,1.0,0.0,0.3333333333333333,0.3333333333333333,7.666666666666667,3.0,20.33333333333333,4.333333333333333,1.6666666666666667,0.0,1,2.7,2.9,2.88,2.6,2.95,2.95,2.4,3.1,2.95,2.79,2.96,3.04,2.7,3.0,2.75,2.75,3.1,2.9,3.06,2.96,2.81,FRA,1579.80883789,FRA,1616.10021973,-36.291381839999985,]-78 to -22]
F1,2013-04-13,Ajaccio,Nancy,D,D,2012_2013,1.3333333333333333,0.6666666666666666,13.0,5.333333333333333,17.666666666666668,7.666666666666667,0.6666666666666666,0.0,1.6666666666666667,1.0,12.0,4.666666666666667,18.666666666666668,4.333333333333333,1.3333333333333333,0.0,1,2.25,3.1,3.4,2.3,3.0,3.4,2.3,3.1,3.1,2.32,3.2,3.55,2.38,3.0,3.2,2.38,3.25,3.4,2.27,3.31,3.57,FRA,1571.75488281,FRA,1571.9465332,-0.19165038999994977,]-22 to 34]
F1,2013-04-27,Ajaccio,Montpellier,H,D,2012_2013,1.3333333333333333,1.0,13.333333333333334,5.333333333333333,20.0,7.0,1.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,10.666666666666666,2.333333333333333,18.666666666666668,4.333333333333333,2.6666666666666665,0.0,2,3.1,3.1,2.4,3.1,3.1,2.4,2.85,3.2,2.4,3.11,3.22,2.54,3.0,3.0,2.5,3.1,3.2,2.55,2.58,3.27,3.06,FRA,1564.54406738,FRA,1667.21264648,-102.66857910000022,]-134 to -78]
F1,2013-05-11,Ajaccio,Troyes,A,A,2012_2013,1.6666666666666667,1.0,14.666666666666666,4.333333333333333,18.666666666666668,6.0,1.6666666666666667,0.3333333333333333,1.0,1.0,10.0,4.0,14.666666666666666,3.333333333333333,1.6666666666666667,0.0,1,2.25,3.1,3.4,2.2,3.2,3.3,2.0,3.3,3.6,2.24,3.33,3.6,2.3,3.1,3.3,2.3,3.3,3.4,2.13,3.37,3.89,FRA,1574.90869141,FRA,1519.91674805,54.99194336000005,]34 to 90]
F1,2013-05-26,Ajaccio,Nice,A,D,2012_2013,1.0,0.3333333333333333,15.333333333333334,4.0,16.666666666666668,5.333333333333333,1.3333333333333333,0.3333333333333333,2.333333333333333,0.6666666666666666,8.0,4.333333333333333,17.0,3.6666666666666665,1.6666666666666667,1.0,2,3.5,3.3,2.1,3.6,3.2,2.1,3.3,3.3,2.0,3.7,3.45,2.15,3.4,3.2,2.2,3.5,3.4,2.1,3.34,3.33,2.35,FRA,1565.8927002,FRA,1653.20861816,-87.31591795999998,]-134 to -78]
F1,2013-08-11,Ajaccio,St Etienne,A,A,2013_2014,0.6666666666666666,0.0,11.666666666666666,3.333333333333333,14.0,4.333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,10.0,3.333333333333333,12.666666666666666,5.666666666666667,2.333333333333333,0.3333333333333333,2,3.4,3.2,2.2,3.4,3.1,2.25,2.9,3.15,2.4,3.4,3.14,2.42,3.2,3.0,2.4,3.3,3.2,2.4,3.77,3.15,2.27,FRA,1557.82299805,FRA,1702.99987793,-145.1768798799999,]-190 to -134]
F1,2013-08-25,Ajaccio,Nice,D,D,2013_2014,0.0,0.0,9.333333333333334,2.333333333333333,14.333333333333334,3.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.0,8.333333333333334,4.333333333333333,15.333333333333334,3.0,0.6666666666666666,0.3333333333333333,1,2.5,3.1,2.9,2.5,3.1,2.9,2.6,3.2,2.6,2.64,3.15,3.04,2.5,3.2,2.88,2.62,3.2,3.0,2.87,3.14,2.82,FRA,1548.19604492,FRA,1635.77526855,-87.57922362999989,]-134 to -78]
F1,2013-09-25,Ajaccio,Lyon,H,H,2013_2014,0.0,0.0,5.666666666666667,2.0,16.666666666666668,3.333333333333333,0.3333333333333333,0.3333333333333333,2.333333333333333,0.6666666666666666,15.333333333333334,6.333333333333333,18.33333333333333,4.333333333333333,1.6666666666666667,0.3333333333333333,2,3.6,3.25,2.1,3.6,3.25,2.05,3.7,3.25,2.0,4.31,3.31,2.05,3.8,3.25,2.05,4.0,3.3,2.1,4.73,3.53,1.9,FRA,1520.70373535,FRA,1684.07458496,-163.37084961000005,]-190 to -134]
F1,2013-09-29,Ajaccio,Montpellier,D,D,2013_2014,0.6666666666666666,0.3333333333333333,6.333333333333333,2.0,18.0,2.333333333333333,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,9.666666666666666,3.333333333333333,16.666666666666668,4.0,3.0,0.6666666666666666,2,3.1,3.25,2.3,3.0,3.2,2.4,2.9,3.15,2.4,3.22,3.19,2.5,3.0,3.0,2.5,3.2,3.25,2.45,2.99,3.31,2.61,FRA,1530.98071289,FRA,1609.32263184,-78.34191895000004,]-134 to -78]
F1,2013-10-19,Ajaccio,Nantes,A,D,2013_2014,1.0,0.6666666666666666,7.333333333333333,2.333333333333333,18.0,4.0,2.6666666666666665,0.3333333333333333,1.3333333333333333,1.0,10.666666666666666,3.0,10.333333333333334,2.6666666666666665,0.6666666666666666,0.0,2,3.1,3.1,2.38,3.0,3.2,2.4,2.75,3.2,2.5,3.32,3.16,2.42,2.9,3.1,2.5,3.25,3.12,2.5,3.3,2.97,2.37,FRA,1522.93286133,FRA,1560.67443848,-37.74157715000001,]-78 to -22]
F1,2013-11-02,Ajaccio,Valenciennes,A,D,2013_2014,1.0,0.6666666666666666,8.0,2.6666666666666665,17.333333333333332,4.666666666666667,3.333333333333333,0.3333333333333333,0.6666666666666666,0.0,12.0,3.0,14.0,7.666666666666667,1.6666666666666667,0.0,1,2.5,3.1,2.9,2.45,3.1,3.0,2.3,3.1,3.1,2.66,3.13,3.03,2.6,3.0,2.9,2.55,3.12,3.12,2.37,3.0,3.25,FRA,1511.56152344,FRA,1518.46887207,-6.907348630000115,]-22 to 34]
F1,2013-11-22,Ajaccio,Marseille,A,A,2013_2014,0.6666666666666666,0.6666666666666666,10.0,3.333333333333333,20.0,5.0,2.333333333333333,0.3333333333333333,1.0,0.3333333333333333,14.0,4.333333333333333,14.0,7.0,1.3333333333333333,0.0,2,4.2,3.3,1.91,4.2,3.3,1.91,3.75,3.2,2.0,4.85,3.47,1.9,4.0,3.4,1.91,4.6,3.4,1.92,4.75,3.34,1.96,FRA,1492.46862793,FRA,1630.83813477,-138.36950683999999,]-190 to -134]
F1,2013-12-04,Ajaccio,Bastia,D,A,2013_2014,0.6666666666666666,0.6666666666666666,9.666666666666666,3.6666666666666665,20.33333333333333,4.666666666666667,2.6666666666666665,0.0,1.0,0.3333333333333333,11.0,4.333333333333333,11.0,4.0,1.6666666666666667,0.0,2,3.5,3.1,2.2,3.4,3.1,2.2,3.1,3.1,2.3,3.53,3.2,2.29,3.2,3.2,2.3,3.4,3.2,2.38,3.66,3.44,2.19,FRA,1475.87548828,FRA,1562.18103027,-86.30554199000017,]-134 to -78]
F1,2013-12-14,Ajaccio,Lorient,A,D,2013_2014,1.0,0.6666666666666666,8.666666666666666,3.333333333333333,19.666666666666668,2.6666666666666665,2.6666666666666665,0.3333333333333333,1.3333333333333333,0.3333333333333333,11.0,3.6666666666666665,11.0,5.333333333333333,1.0,0.0,2,3.75,3.2,2.05,3.75,3.2,2.05,3.4,3.2,2.1,3.95,3.28,2.14,3.4,3.2,2.2,3.9,3.3,2.15,3.71,3.15,2.06,FRA,1469.53442383,FRA,1587.55126953,-118.01684569999998,]-134 to -78]
F1,2014-01-11,Ajaccio,Paris SG,A,D,2013_2014,1.0,0.6666666666666666,8.333333333333334,3.6666666666666665,15.333333333333334,3.6666666666666665,2.333333333333333,0.3333333333333333,2.6666666666666665,0.6666666666666666,14.333333333333334,6.0,15.333333333333334,4.0,2.0,0.0,2,13.0,6.5,1.2,11.5,6.25,1.22,10.0,5.2,1.27,16.92,6.63,1.23,15.0,5.5,1.22,17.0,6.5,1.22,16.0,7.55,1.21,FRA,1455.6739502,FRA,1832.59057617,-376.91662597000004,]-415 to -359]
F1,2014-01-25,Ajaccio,Sochaux,D,H,2013_2014,1.0,0.6666666666666666,7.333333333333333,3.333333333333333,15.333333333333334,2.333333333333333,1.6666666666666667,0.3333333333333333,0.0,0.0,7.666666666666667,1.3333333333333333,18.0,5.666666666666667,2.333333333333333,0.0,1,2.25,3.0,3.5,2.2,3.1,3.5,2.2,3.2,3.2,2.33,3.08,3.67,2.3,3.0,3.4,2.3,3.1,3.6,2.34,3.14,3.64,FRA,1448.3425293,FRA,1457.76257324,-9.420043939999914,]-22 to 34]
F1,2014-02-08,Ajaccio,Rennes,H,H,2013_2014,1.0,1.0,8.0,4.0,17.0,2.6666666666666665,1.0,0.0,0.6666666666666666,0.6666666666666666,9.333333333333334,3.333333333333333,13.333333333333334,2.333333333333333,0.6666666666666666,0.3333333333333333,2,3.4,3.1,2.25,3.5,3.1,2.2,3.45,3.15,2.1,3.82,3.3,2.18,3.4,3.1,2.25,3.6,3.2,2.25,3.08,3.26,2.57,FRA,1450.50708008,FRA,1554.49804688,-103.99096680000002,]-134 to -78]
F1,2014-03-02,Ajaccio,Lille,A,D,2013_2014,1.6666666666666667,1.3333333333333333,8.0,4.333333333333333,18.0,2.6666666666666665,1.0,0.0,0.6666666666666666,0.3333333333333333,10.333333333333334,3.6666666666666665,13.333333333333334,4.333333333333333,2.0,0.3333333333333333,2,5.0,3.5,1.73,4.75,3.5,1.75,4.35,3.4,1.8,5.27,3.45,1.83,5.0,3.1,1.85,5.25,3.5,1.8,5.8,3.77,1.71,FRA,1464.48999023,FRA,1686.34277344,-221.85278320999987,]-247 to -190]
F1,2014-03-15,Ajaccio,Guingamp,A,D,2013_2014,2.0,1.6666666666666667,9.666666666666666,4.666666666666667,17.0,3.333333333333333,1.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,12.666666666666666,4.333333333333333,17.666666666666668,4.666666666666667,1.6666666666666667,0.0,2,3.0,2.88,2.63,2.8,3.0,2.7,2.9,3.15,2.4,3.21,2.94,2.67,2.8,3.1,2.62,3.1,3.1,2.62,3.35,3.2,2.44,FRA,1469.73388672,FRA,1542.80090332,-73.06701659999999,]-78 to -22]
F1,2014-03-29,Ajaccio,Toulouse,D,H,2013_2014,2.0,1.6666666666666667,13.0,4.333333333333333,13.333333333333334,4.0,2.0,0.0,2.6666666666666665,0.6666666666666666,13.0,5.666666666666667,15.333333333333334,4.0,1.6666666666666667,0.0,2,3.9,3.4,1.95,4.33,3.4,1.85,3.75,3.2,2.0,4.37,3.52,1.95,4.0,3.2,2.0,4.2,3.5,1.95,4.33,3.45,2.01,FRA,1473.14025879,FRA,1616.69726562,-143.5570068300001,]-190 to -134]
F1,2014-04-12,Ajaccio,Bordeaux,D,D,2013_2014,1.6666666666666667,1.6666666666666667,13.666666666666666,3.333333333333333,11.333333333333334,3.0,2.333333333333333,0.0,0.3333333333333333,0.3333333333333333,12.333333333333334,2.333333333333333,13.333333333333334,5.666666666666667,2.0,0.0,2,3.8,3.3,2.0,3.9,3.2,2.0,3.4,3.2,2.1,4.05,3.37,2.08,3.75,3.25,2.05,4.0,3.4,2.05,4.04,3.77,1.97,FRA,1465.91870117,FRA,1593.89245605,-127.97375487999989,]-134 to -78]
F1,2014-04-26,Ajaccio,Monaco,A,D,2013_2014,1.3333333333333333,1.0,15.0,4.333333333333333,10.666666666666666,4.0,1.6666666666666667,0.0,1.3333333333333333,0.6666666666666666,11.0,4.333333333333333,16.0,4.0,1.6666666666666667,0.0,2,8.5,4.25,1.4,7.75,4.1,1.44,7.9,4.7,1.35,7.87,4.63,1.47,8.0,4.5,1.4,8.5,4.5,1.45,7.65,4.48,1.5,FRA,1462.69604492,FRA,1701.95043945,-239.2543945299999,]-247 to -190]
F1,2014-05-10,Ajaccio,Reims,H,H,2013_2014,1.3333333333333333,0.6666666666666666,13.333333333333334,4.666666666666667,13.333333333333334,4.0,2.0,0.0,0.0,0.0,12.333333333333334,1.3333333333333333,13.333333333333334,4.666666666666667,1.6666666666666667,0.0,2,3.4,3.3,2.15,3.6,3.3,2.05,3.2,3.2,2.2,3.64,3.23,2.27,3.5,3.0,2.25,3.4,3.3,2.25,2.91,3.49,2.57,FRA,1452.08959961,FRA,1560.83398438,-108.7443847699999,]-134 to -78]
F1,2015-08-22,Ajaccio GFCO,Angers,A,A,2015_2016,0.0,0.0,8.0,3.0,12.0,9.0,2.0,0.0,2.0,1.0,16.0,6.0,15.0,9.0,2.0,0.0,1,2.3,3.0,3.6,2.3,2.9,3.4,2.2,3.1,3.3,2.31,3.04,3.8,2.3,2.9,3.6,2.38,3.0,3.7,2.57,2.98,3.38,FRA,1490.49243164,FRA,1524.99694824,-34.50451659999999,]-78 to -22]
F1,2015-09-13,Ajaccio GFCO,Monaco,A,A,2015_2016,0.0,0.0,8.0,3.0,12.0,9.0,2.0,0.0,1.3333333333333333,0.3333333333333333,17.0,5.666666666666667,17.0,8.333333333333334,3.0,0.0,2,4.5,3.3,1.91,4.6,3.3,1.91,3.45,3.15,2.1,4.61,3.32,1.99,4.5,3.1,1.95,4.8,3.25,1.95,4.37,3.15,2.11,FRA,1475.40356445,FRA,1753.62854004,-278.22497559,]-303 to -247]
F1,2015-09-23,Ajaccio GFCO,Rennes,D,H,2015_2016,0.0,0.0,16.0,3.5,14.0,11.5,2.5,0.0,1.6666666666666667,0.6666666666666666,9.333333333333334,4.0,14.333333333333334,3.0,2.333333333333333,0.0,2,3.5,3.0,2.3,3.6,2.95,2.3,3.1,3.1,2.3,3.67,3.04,2.36,3.2,3.0,2.4,3.7,3.0,2.38,3.33,3.08,2.52,FRA,1467.1295166,FRA,1613.01513672,-145.8856201200001,]-190 to -134]
F1,2015-10-03,Ajaccio GFCO,Toulouse,D,H,2015_2016,0.3333333333333333,0.3333333333333333,15.0,3.0,11.333333333333334,8.666666666666666,1.6666666666666667,0.0,0.6666666666666666,0.6666666666666666,11.0,4.333333333333333,10.0,8.0,2.6666666666666665,0.3333333333333333,2,3.1,3.2,2.4,3.0,3.2,2.5,2.8,3.1,2.5,3.16,3.28,2.48,2.9,3.1,2.5,3.2,3.2,2.5,3.45,3.3,2.33,FRA,1458.05639648,FRA,1532.32922363,-74.27282714999978,]-78 to -22]
F1,2015-10-24,Ajaccio GFCO,Nice,H,H,2015_2016,1.0,1.0,14.666666666666666,3.0,12.666666666666666,7.666666666666667,2.0,0.0,3.6666666666666665,2.0,9.666666666666666,6.333333333333333,9.333333333333334,2.6666666666666665,1.6666666666666667,0.6666666666666666,2,3.4,3.3,2.2,3.7,3.3,2.15,3.2,3.2,2.2,3.84,3.37,2.14,3.5,3.1,2.2,3.7,3.3,2.2,3.96,3.44,2.1,FRA,1450.12719727,FRA,1622.54309082,-172.4158935500002,]-190 to -134]
F1,2015-10-31,Ajaccio GFCO,Bordeaux,H,H,2015_2016,2.0,2.0,11.0,3.6666666666666665,12.666666666666666,4.666666666666667,2.0,0.3333333333333333,1.6666666666666667,1.0,8.333333333333334,3.6666666666666665,13.0,5.0,1.6666666666666667,1.0,2,4.2,3.4,1.95,4.0,3.25,1.95,3.9,3.35,1.9,4.47,3.52,1.93,4.2,3.25,1.95,4.6,3.4,1.95,4.64,3.37,1.97,FRA,1465.89685059,FRA,1620.05895996,-154.16210937000005,]-190 to -134]
F1,2015-11-28,Ajaccio GFCO,Lorient,D,D,2015_2016,2.333333333333333,2.0,9.0,4.333333333333333,17.333333333333332,4.333333333333333,3.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,9.333333333333334,3.0,18.0,3.333333333333333,3.0,0.6666666666666666,2,2.8,3.2,2.6,2.8,3.2,2.5,2.7,3.1,2.6,2.79,3.29,2.76,2.7,3.1,2.7,2.8,3.25,2.8,2.77,3.16,2.92,FRA,1492.06420898,FRA,1582.0982666,-90.03405761999988,]-134 to -78]
F1,2015-12-05,Ajaccio GFCO,Nantes,D,D,2015_2016,2.0,1.6666666666666667,12.333333333333334,4.333333333333333,16.0,3.6666666666666665,2.6666666666666665,0.6666666666666666,1.0,0.3333333333333333,11.333333333333334,3.333333333333333,15.333333333333334,5.0,2.6666666666666665,0.0,1,2.5,3.0,3.1,2.6,3.0,3.0,2.5,3.0,2.9,2.64,3.05,3.14,2.6,2.9,3.0,2.7,3.0,3.13,3.04,3.12,2.7,FRA,1510.26123047,FRA,1548.8338623,-38.572631829999864,]-78 to -22]
F1,2015-12-20,Ajaccio GFCO,Lyon,H,H,2015_2016,1.3333333333333333,0.6666666666666666,16.333333333333332,4.333333333333333,14.333333333333334,3.6666666666666665,2.333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,10.666666666666666,3.0,7.333333333333333,1.3333333333333333,1.6666666666666667,0.0,2,3.25,3.3,2.3,3.25,3.25,2.3,3.2,3.2,2.2,3.24,3.35,2.39,3.2,3.2,2.3,3.4,3.3,2.38,3.44,3.36,2.32,FRA,1523.17785645,FRA,1665.76281738,-142.58496092999985,]-190 to -134]
F1,2016-01-16,Ajaccio GFCO,Reims,D,A,2015_2016,1.3333333333333333,0.6666666666666666,18.0,5.666666666666667,14.666666666666666,4.666666666666667,2.333333333333333,0.0,1.0,0.6666666666666666,9.333333333333334,3.333333333333333,17.0,3.0,2.333333333333333,0.3333333333333333,1,2.05,3.2,4.0,2.15,3.2,3.4,2.0,3.2,3.75,2.08,3.34,4.08,2.05,3.1,4.0,2.1,3.2,4.0,2.3,3.19,3.67,FRA,1539.12670898,FRA,1511.14160156,27.985107420000077,]-22 to 34]
F1,2016-01-30,Ajaccio GFCO,Montpellier,A,A,2015_2016,1.6666666666666667,0.6666666666666666,18.33333333333333,6.0,15.0,4.666666666666667,2.333333333333333,0.0,0.6666666666666666,0.3333333333333333,7.666666666666667,3.0,12.666666666666666,5.333333333333333,1.3333333333333333,0.3333333333333333,1,2.4,3.2,3.1,2.5,3.1,2.85,2.4,3.15,2.9,2.52,3.17,3.19,2.6,3.0,2.9,2.5,3.0,3.25,2.69,3.21,2.93,FRA,1531.66503906,FRA,1563.5423584,-31.877319339999985,]-78 to -22]
F1,2016-02-06,Ajaccio GFCO,Guingamp,D,D,2015_2016,1.3333333333333333,0.6666666666666666,15.333333333333334,5.0,16.0,4.666666666666667,2.6666666666666665,0.0,1.0,0.6666666666666666,7.666666666666667,2.6666666666666665,17.666666666666668,3.333333333333333,2.333333333333333,0.3333333333333333,1,2.6,3.1,2.9,2.65,3.0,2.95,2.5,3.1,2.8,2.68,3.04,3.09,2.7,3.0,2.8,2.6,3.1,3.0,2.69,3.0,3.17,FRA,1506.84399414,FRA,1561.88098145,-55.036987310000086,]-78 to -22]
F1,2016-02-13,Ajaccio GFCO,Troyes,A,A,2015_2016,0.6666666666666666,0.3333333333333333,17.0,3.0,13.666666666666666,4.333333333333333,2.0,0.0,1.0,0.0,11.0,3.0,9.666666666666666,5.666666666666667,2.0,0.6666666666666666,1,1.67,3.6,5.75,1.67,3.6,5.25,1.65,3.5,5.3,1.68,3.78,6.09,1.7,3.5,5.5,1.67,3.75,5.75,1.62,4.07,6.4,FRA,1506.52160645,FRA,1459.17407227,47.34753418000014,]34 to 90]
F1,2016-03-09,Ajaccio GFCO,Marseille,D,D,2015_2016,0.6666666666666666,0.3333333333333333,17.0,3.6666666666666665,15.0,6.666666666666667,2.0,0.0,1.0,0.3333333333333333,7.333333333333333,3.6666666666666665,15.666666666666666,4.333333333333333,2.333333333333333,0.3333333333333333,2,3.6,3.25,2.15,3.25,3.25,2.2,3.3,3.1,2.2,3.61,3.38,2.21,3.3,3.2,2.25,3.7,3.3,2.15,4.06,3.37,2.1,FRA,1497.81860352,FRA,1657.8137207,-159.99511718000008,]-190 to -134]
F1,2016-03-12,Ajaccio GFCO,Caen,H,D,2015_2016,1.0,0.3333333333333333,17.333333333333332,4.666666666666667,18.33333333333333,7.333333333333333,1.6666666666666667,0.0,1.0,0.0,13.666666666666666,4.666666666666667,12.666666666666666,4.666666666666667,2.333333333333333,0.3333333333333333,1,2.45,3.1,3.2,2.55,3.25,2.7,2.6,3.2,2.6,2.51,3.27,3.13,2.5,3.0,3.1,2.45,3.13,3.2,2.46,3.24,3.26,FRA,1503.44543457,FRA,1579.7298584,-76.28442382999992,]-78 to -22]
F1,2016-04-02,Ajaccio GFCO,St Etienne,A,A,2015_2016,1.3333333333333333,0.3333333333333333,18.0,5.333333333333333,17.0,7.333333333333333,1.3333333333333333,0.0,0.3333333333333333,0.0,11.666666666666666,1.3333333333333333,16.666666666666668,6.666666666666667,2.0,0.0,2,3.3,3.0,2.4,3.1,2.9,2.5,2.9,3.15,2.4,3.17,3.08,2.6,2.9,3.0,2.62,3.2,3.0,2.5,3.04,3.13,2.69,FRA,1504.40136719,FRA,1651.33044434,-146.92907715,]-190 to -134]
