Div,Date,HomeTeam,AwayTeam,FTR,HTR,Season,FTHG,HTHG,HS,HST,HF,HC,HY,HR,FTAG,HTAG,AS,AST,AF,AC,AY,AR,bkm_prediction,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,PSCH,PSCD,PSCA,Country_Home,Elo_Home,Country_Away,Elo_Away,elo_diff,elo_diff_cuted
F1,2022-04-10,Angers,Lille,D,D,2021_2022,0.6666666666666666,0.3333333333333333,14.0,4.666666666666667,14.333333333333334,5.666666666666667,4.0,0.6666666666666666,1.0,0.6666666666666666,11.333333333333334,4.333333333333333,15.0,4.666666666666667,3.333333333333333,0.3333333333333333,2,3.3,3.2,2.3,3.3,3.2,2.25,3.3,3.15,2.3,3.46,3.18,2.39,3.2,3.1,2.35,3.3,3.1,2.3,4.0,3.24,2.15,FRA,1537.61279297,FRA,1741.54296875,-203.9301757799999,]-247 to -190]
F1,2022-04-20,Angers,Paris SG,A,A,2021_2022,0.6666666666666666,0.3333333333333333,14.0,4.333333333333333,13.333333333333334,5.333333333333333,3.6666666666666665,0.3333333333333333,2.0,0.6666666666666666,12.666666666666666,6.0,9.0,5.333333333333333,1.3333333333333333,0.0,2,7.5,5.5,1.36,7.75,5.0,1.39,7.0,5.25,1.4,7.7,5.2,1.42,8.5,4.8,1.36,8.5,5.0,1.33,6.55,4.63,1.52,FRA,1541.74291992,FRA,1868.65380859,-326.91088866999985,]-359 to -303]
F1,2022-05-08,Angers,Bordeaux,H,H,2021_2022,0.6666666666666666,0.3333333333333333,10.0,2.333333333333333,8.666666666666666,5.0,2.0,0.0,1.3333333333333333,0.6666666666666666,13.0,4.0,14.333333333333334,3.6666666666666665,1.6666666666666667,0.3333333333333333,1,2.1,3.5,3.4,2.1,3.5,3.4,2.15,3.45,3.4,2.13,3.61,3.61,2.1,3.4,3.4,2.15,3.3,3.5,2.5,3.43,3.03,FRA,1531.1776123,FRA,1500.26538086,30.912231439999914,]-22 to 34]
F1,2022-05-21,Angers,Montpellier,H,H,2021_2022,1.6666666666666667,0.6666666666666666,11.333333333333334,4.0,9.666666666666666,5.0,1.6666666666666667,0.0,1.0,1.0,10.0,4.333333333333333,11.666666666666666,2.6666666666666665,2.0,0.0,1,2.0,3.75,3.5,2.0,3.8,3.4,2.1,3.5,3.45,2.03,3.98,3.51,2.05,3.6,3.4,2.0,3.6,3.5,2.11,3.71,3.52,FRA,1533.83007812,FRA,1571.63049316,-37.80041503999996,]-78 to -22]
F1,2012-08-18,Bastia,Reims,H,A,2012_2013,2.0,0.0,9.0,3.0,13.0,7.0,2.0,0.0,1.0,1.0,3.0,2.0,14.0,2.0,2.0,0.0,1,1.7,3.5,5.25,1.7,3.4,5.25,1.8,3.3,4.2,1.72,3.66,5.97,1.75,3.4,5.0,1.73,3.6,5.75,1.7,3.65,6.35,FRA,1538.63330078,FRA,1507.75463867,30.878662109999823,]-22 to 34]
F1,2012-09-01,Bastia,St Etienne,A,A,2012_2013,2.0,0.0,9.0,3.0,13.0,7.0,2.0,0.0,1.0,0.0,11.0,5.0,12.0,4.0,2.0,0.0,1,2.4,3.1,3.1,2.4,3.2,3.1,2.4,3.1,2.8,2.45,3.2,3.28,2.5,3.2,2.88,2.45,3.2,3.2,2.52,3.27,3.1,FRA,1542.53320312,FRA,1630.04760742,-87.51440430000002,]-134 to -78]
F1,2012-09-22,Bastia,Paris SG,A,A,2012_2013,1.0,0.0,14.5,3.0,13.0,8.5,3.0,0.0,1.0,1.0,7.0,3.0,15.0,3.5,2.0,0.5,2,5.25,3.6,1.67,4.75,3.8,1.67,4.6,3.5,1.65,5.46,3.99,1.69,4.5,3.8,1.73,5.4,4.0,1.67,5.25,3.69,1.79,FRA,1518.45678711,FRA,1770.25195312,-251.79516601,]-303 to -247]
F1,2012-10-06,Bastia,Troyes,H,H,2012_2013,0.6666666666666666,0.0,13.0,3.333333333333333,14.333333333333334,8.333333333333334,3.0,0.0,1.0,0.3333333333333333,7.0,4.333333333333333,14.666666666666666,3.6666666666666665,1.6666666666666667,0.6666666666666666,1,1.75,3.4,5.0,1.72,3.6,4.75,1.75,3.4,4.65,1.75,3.67,5.48,1.75,3.4,5.0,1.75,3.6,5.4,1.61,3.98,6.82,FRA,1513.08032227,FRA,1471.21582031,41.86450195999987,]34 to 90]
F1,2012-10-28,Bastia,Bordeaux,H,H,2012_2013,1.0,0.6666666666666666,17.666666666666668,4.333333333333333,14.0,8.0,3.0,0.0,1.0,0.0,11.333333333333334,4.0,14.333333333333334,3.0,2.333333333333333,0.0,2,2.8,3.1,2.6,2.75,3.2,2.55,2.8,3.1,2.5,2.75,3.2,2.87,2.7,3.2,2.62,2.7,3.2,2.8,2.77,3.36,2.77,FRA,1517.22741699,FRA,1712.13269043,-194.90527343999997,]-247 to -190]
F1,2012-11-10,Bastia,Valenciennes,A,D,2012_2013,2.0,1.3333333333333333,14.666666666666666,4.666666666666667,16.333333333333332,6.333333333333333,2.333333333333333,0.0,1.3333333333333333,1.0,11.333333333333334,3.333333333333333,15.333333333333334,2.333333333333333,2.0,0.6666666666666666,1,2.3,3.4,3.0,2.3,3.5,3.1,2.3,3.2,3.0,2.39,3.59,3.04,2.4,3.1,3.1,2.38,3.5,3.1,2.54,3.59,2.88,FRA,1530.17797852,FRA,1626.53161621,-96.35363769000014,]-134 to -78]
F1,2012-11-24,Bastia,Lorient,H,H,2012_2013,2.6666666666666665,1.6666666666666667,15.333333333333334,4.666666666666667,16.333333333333332,5.666666666666667,2.0,0.0,1.0,1.0,12.333333333333334,4.333333333333333,13.666666666666666,4.333333333333333,1.0,1.3333333333333333,1,2.4,3.3,2.9,2.4,3.2,2.95,2.3,3.1,3.1,2.4,3.51,3.09,2.4,3.2,3.0,2.4,3.5,3.0,2.48,3.65,2.94,FRA,1518.69775391,FRA,1580.67907715,-61.98132323999994,]-78 to -22]
F1,2012-12-12,Bastia,Marseille,A,A,2012_2013,2.333333333333333,1.6666666666666667,11.666666666666666,4.666666666666667,16.0,4.666666666666667,2.6666666666666665,0.3333333333333333,1.3333333333333333,0.3333333333333333,11.666666666666666,5.333333333333333,15.666666666666666,5.666666666666667,2.333333333333333,0.3333333333333333,2,3.5,3.2,2.15,3.1,3.2,2.3,3.3,3.1,2.2,3.36,3.31,2.35,3.2,3.2,2.3,3.5,3.2,2.3,3.99,3.39,2.1,FRA,1533.86682129,FRA,1633.71765137,-99.85083008000015,]-134 to -78]
F1,2012-12-22,Bastia,Nancy,H,H,2012_2013,1.6666666666666667,1.0,11.666666666666666,4.333333333333333,13.666666666666666,3.0,3.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,14.0,7.0,15.333333333333334,4.666666666666667,2.0,0.0,1,2.5,3.1,2.9,2.4,3.25,2.95,2.5,3.2,2.7,2.6,3.19,3.06,2.5,3.0,3.0,2.55,3.2,3.1,2.57,3.34,3.02,FRA,1520.7890625,FRA,1546.00231934,-25.213256839999985,]-78 to -22]
F1,2013-01-20,Bastia,Rennes,A,A,2012_2013,2.333333333333333,1.6666666666666667,12.666666666666666,5.333333333333333,9.0,2.6666666666666665,2.6666666666666665,0.3333333333333333,2.333333333333333,0.6666666666666666,9.0,5.0,13.0,4.0,1.6666666666666667,0.6666666666666666,2,3.0,3.2,2.4,3.0,3.2,2.4,3.1,3.1,2.3,2.98,3.35,2.56,3.1,3.1,2.4,3.1,3.3,2.5,3.61,3.39,2.23,FRA,1540.1517334,FRA,1651.93017578,-111.77844237999989,]-134 to -78]
F1,2013-02-16,Bastia,Nice,A,D,2012_2013,1.6666666666666667,1.0,9.666666666666666,3.6666666666666665,8.0,3.0,2.0,0.0,1.3333333333333333,0.3333333333333333,13.666666666666666,4.666666666666667,15.0,3.333333333333333,1.0,0.3333333333333333,1,2.5,3.1,2.9,2.5,3.2,2.85,2.6,3.1,2.7,2.59,3.24,3.02,2.62,3.1,2.8,2.62,3.2,3.0,2.69,3.21,2.96,FRA,1524.62695312,FRA,1651.33459473,-126.70764160999988,]-134 to -78]
F1,2013-03-02,Bastia,Ajaccio,H,D,2012_2013,1.3333333333333333,1.0,8.333333333333334,3.333333333333333,9.0,4.666666666666667,1.3333333333333333,0.0,1.0,0.0,6.666666666666667,3.6666666666666665,14.333333333333334,4.333333333333333,2.0,0.0,1,2.25,3.2,3.3,2.25,3.1,3.4,2.3,3.1,3.1,2.22,3.26,3.75,2.3,3.1,3.3,2.3,3.2,3.6,2.29,3.27,3.58,FRA,1520.16638184,FRA,1578.39733887,-58.23095703000013,]-78 to -22]
F1,2013-03-16,Bastia,Lyon,H,H,2012_2013,0.3333333333333333,0.0,7.333333333333333,3.333333333333333,14.666666666666666,5.666666666666667,1.6666666666666667,0.6666666666666666,2.0,0.3333333333333333,13.666666666666666,4.666666666666667,15.333333333333334,5.333333333333333,1.6666666666666667,0.3333333333333333,2,4.0,3.2,2.0,3.8,3.3,2.0,3.75,3.2,2.0,3.77,3.39,2.15,3.6,3.1,2.15,3.8,3.3,2.1,4.51,3.37,1.99,FRA,1522.43273926,FRA,1737.54431152,-215.11157226,]-247 to -190]
F1,2013-04-06,Bastia,Brest,H,H,2012_2013,1.6666666666666667,0.3333333333333333,11.0,5.0,16.0,5.333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,10.333333333333334,3.333333333333333,16.333333333333332,4.0,1.0,0.0,1,1.85,3.3,4.5,1.8,3.3,4.75,1.9,3.35,3.9,1.85,3.58,4.88,1.91,3.3,4.2,1.85,3.5,4.75,1.74,3.68,5.75,FRA,1553.35266113,FRA,1542.39416504,10.958496089999926,]-22 to 34]
F1,2013-04-21,Bastia,Lille,A,D,2012_2013,3.0,0.6666666666666666,13.666666666666666,7.0,13.333333333333334,5.666666666666667,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.6666666666666666,11.0,5.666666666666667,12.333333333333334,4.666666666666667,1.0,0.3333333333333333,2,3.4,3.2,2.2,3.6,3.2,2.1,3.4,3.2,2.1,3.78,3.45,2.12,3.3,3.3,2.2,3.5,3.4,2.2,4.3,3.57,1.97,FRA,1556.13427734,FRA,1730.55993652,-174.42565918000014,]-190 to -134]
F1,2013-04-27,Bastia,Toulouse,D,D,2012_2013,3.0,0.6666666666666666,11.666666666666666,5.333333333333333,11.333333333333334,3.333333333333333,1.0,0.0,1.6666666666666667,1.3333333333333333,10.666666666666666,3.6666666666666665,17.0,4.333333333333333,2.0,0.0,1,2.55,3.1,2.88,2.65,3.1,2.75,2.4,3.15,2.9,2.62,3.27,2.96,2.7,3.0,2.8,2.55,3.25,2.9,2.82,3.18,2.85,FRA,1550.68566895,FRA,1598.95214844,-48.26647948999994,]-78 to -22]
F1,2013-05-11,Bastia,Montpellier,H,H,2012_2013,1.6666666666666667,0.3333333333333333,12.0,4.0,11.333333333333334,4.0,1.0,0.0,1.0,0.3333333333333333,9.666666666666666,3.0,19.33333333333333,3.6666666666666665,2.0,0.3333333333333333,1,2.3,3.1,3.25,2.35,3.1,3.1,2.4,3.2,2.85,2.31,3.43,3.32,2.4,3.1,3.1,2.4,3.4,3.13,2.45,3.49,3.02,FRA,1546.40222168,FRA,1661.53466797,-115.13244629000019,]-134 to -78]
F1,2013-08-17,Bastia,Valenciennes,H,D,2013_2014,1.0,0.6666666666666666,12.333333333333334,2.6666666666666665,16.0,5.666666666666667,1.3333333333333333,0.0,1.0,0.6666666666666666,14.666666666666666,5.0,15.0,4.666666666666667,2.333333333333333,0.0,1,2.1,3.3,3.5,2.15,3.2,3.5,2.2,3.2,3.2,2.18,3.33,3.75,2.25,3.1,3.4,2.25,3.3,3.5,2.08,3.38,4.09,FRA,1560.09912109,FRA,1606.9309082,-46.83178711000005,]-78 to -22]
F1,2013-08-31,Bastia,Toulouse,H,H,2013_2014,1.6666666666666667,0.6666666666666666,10.333333333333334,2.6666666666666665,16.333333333333332,6.0,2.0,0.0,0.6666666666666666,0.6666666666666666,5.333333333333333,2.0,18.666666666666668,1.3333333333333333,1.6666666666666667,0.6666666666666666,1,2.5,3.2,2.88,2.4,3.1,3.1,2.3,3.1,3.1,2.58,3.25,3.03,2.5,3.2,2.9,2.55,3.25,3.0,2.89,3.14,2.8,FRA,1540.85375977,FRA,1593.76367188,-52.90991211000005,]-78 to -22]
F1,2013-09-21,Bastia,Marseille,D,D,2013_2014,1.3333333333333333,0.3333333333333333,8.666666666666666,2.6666666666666665,15.0,5.0,2.0,0.3333333333333333,1.6666666666666667,1.0,16.333333333333332,7.0,15.666666666666666,6.333333333333333,3.0,0.0,2,3.3,3.1,2.3,3.3,3.25,2.2,3.2,3.1,2.25,3.53,3.3,2.28,3.1,3.1,2.4,3.4,3.3,2.3,3.37,3.17,2.45,FRA,1550.93981934,FRA,1659.15136719,-108.21154784999999,]-134 to -78]
F1,2013-10-04,Bastia,Lorient,H,H,2013_2014,1.3333333333333333,0.3333333333333333,9.333333333333334,3.6666666666666665,15.666666666666666,4.666666666666667,2.0,0.3333333333333333,0.0,0.0,9.333333333333334,3.0,16.666666666666668,3.0,2.333333333333333,0.0,1,2.38,3.1,3.1,2.45,3.3,2.85,2.4,3.15,2.9,2.44,3.31,3.2,2.4,3.3,2.9,2.5,3.3,3.1,2.42,3.35,3.24,FRA,1545.8236084,FRA,1555.27514648,-9.451538080000091,]-22 to 34]
F1,2013-10-26,Bastia,Nice,H,H,2013_2014,2.0,1.0,11.333333333333334,6.333333333333333,16.333333333333332,4.0,2.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,6.333333333333333,2.333333333333333,13.666666666666666,2.0,1.6666666666666667,0.0,1,2.38,3.1,3.1,2.55,2.95,3.0,2.5,3.1,2.8,2.44,3.16,3.35,2.5,3.0,3.0,2.5,3.2,3.12,2.48,3.26,3.22,FRA,1557.19995117,FRA,1630.91113281,-73.71118163999995,]-78 to -22]
F1,2013-11-09,Bastia,Rennes,H,H,2013_2014,1.6666666666666667,1.0,12.0,6.0,15.666666666666666,4.0,2.0,0.3333333333333333,1.6666666666666667,1.0,9.333333333333334,5.0,14.666666666666666,2.333333333333333,1.0,0.3333333333333333,1,2.38,3.2,3.0,2.45,3.1,3.0,2.3,3.2,3.0,2.46,3.28,3.18,2.38,3.25,3.0,2.5,3.25,3.0,2.66,3.34,2.9,FRA,1547.2298584,FRA,1565.9206543,-18.690795900000012,]-22 to 34]
F1,2013-12-21,Bastia,Montpellier,D,D,2013_2014,1.0,1.0,9.666666666666666,3.333333333333333,14.0,4.333333333333333,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,10.0,2.333333333333333,16.0,4.333333333333333,1.6666666666666667,0.6666666666666666,1,2.5,3.1,2.9,2.65,3.1,2.75,2.3,3.1,3.1,2.62,3.26,2.96,2.6,3.1,2.8,2.62,3.25,2.9,3.09,3.25,2.57,FRA,1543.88879395,FRA,1559.8548584,-15.966064449999976,]-22 to 34]
F1,2014-01-18,Bastia,Bordeaux,H,H,2013_2014,0.6666666666666666,0.6666666666666666,11.0,4.0,14.0,4.0,2.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,10.0,4.666666666666667,10.666666666666666,3.0,1.0,0.3333333333333333,2,2.75,3.0,2.7,2.8,3.1,2.6,2.8,3.1,2.5,2.8,3.09,2.86,2.8,3.1,2.62,2.88,3.1,2.8,3.21,3.27,2.48,FRA,1535.55114746,FRA,1605.0723877,-69.52124024,]-78 to -22]
F1,2014-02-01,Bastia,Guingamp,H,D,2013_2014,0.6666666666666666,0.6666666666666666,9.666666666666666,4.0,13.333333333333334,2.333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,0.0,11.0,2.0,14.666666666666666,4.0,1.3333333333333333,0.0,1,2.2,3.2,3.4,2.05,3.2,3.75,2.1,3.15,3.45,2.19,3.22,3.87,2.2,3.0,3.6,2.2,3.25,3.75,2.34,3.2,3.57,FRA,1543.45959473,FRA,1537.65783691,5.801757819999921,]-22 to 34]
F1,2014-02-15,Bastia,Monaco,A,A,2013_2014,1.3333333333333333,0.3333333333333333,12.666666666666666,5.666666666666667,13.0,4.666666666666667,2.0,0.0,1.6666666666666667,0.6666666666666666,12.333333333333334,5.333333333333333,18.33333333333333,4.333333333333333,2.333333333333333,0.0,2,5.0,3.5,1.73,5.0,3.5,1.72,3.9,3.35,1.9,4.96,3.66,1.82,4.8,3.25,1.83,5.2,3.5,1.8,4.88,3.59,1.86,FRA,1557.75109863,FRA,1671.76477051,-114.01367188000017,]-134 to -78]
F1,2014-02-22,Bastia,St Etienne,A,A,2013_2014,1.3333333333333333,0.3333333333333333,11.333333333333334,4.666666666666667,15.333333333333334,5.666666666666667,2.333333333333333,0.0,0.0,0.0,7.666666666666667,3.0,19.33333333333333,4.333333333333333,2.333333333333333,0.0,2,3.5,3.1,2.2,3.4,3.25,2.15,3.15,3.15,2.25,3.75,3.21,2.24,3.4,3.0,2.3,3.7,3.12,2.25,3.63,3.33,2.25,FRA,1554.8581543,FRA,1656.31213379,-101.45397948999994,]-134 to -78]
F1,2014-03-08,Bastia,Paris SG,A,A,2013_2014,1.0,0.0,10.333333333333334,4.0,14.0,5.333333333333333,2.333333333333333,0.0,2.0,0.6666666666666666,13.0,6.333333333333333,14.0,7.0,1.0,0.0,2,10.0,5.25,1.29,9.75,5.25,1.3,7.5,4.6,1.37,11.02,5.31,1.34,10.0,4.33,1.36,12.0,5.25,1.33,9.09,5.21,1.39,FRA,1549.97119141,FRA,1873.12597656,-323.15478514999995,]-359 to -303]
F1,2014-03-22,Bastia,Reims,H,H,2013_2014,0.0,0.0,9.666666666666666,2.6666666666666665,17.666666666666668,4.666666666666667,2.333333333333333,0.0,2.0,0.6666666666666666,10.0,3.0,15.0,2.0,1.3333333333333333,0.3333333333333333,1,2.2,3.1,3.5,2.25,3.1,3.4,2.2,3.1,3.3,2.23,3.25,3.72,2.3,3.0,3.4,2.25,3.1,3.7,2.2,3.21,3.92,FRA,1542.86657715,FRA,1590.75524902,-47.88867187000005,]-78 to -22]
F1,2014-04-05,Bastia,Sochaux,D,A,2013_2014,0.6666666666666666,0.6666666666666666,9.0,3.0,14.333333333333334,3.6666666666666665,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.0,10.333333333333334,4.333333333333333,15.333333333333334,3.6666666666666665,1.6666666666666667,0.6666666666666666,1,2.25,3.1,3.4,2.3,3.1,3.3,2.1,3.15,3.45,2.29,3.3,3.5,2.25,3.25,3.25,2.3,3.25,3.4,2.06,3.35,4.22,FRA,1545.57434082,FRA,1513.40515137,32.169189449999976,]-22 to 34]
F1,2014-04-20,Bastia,Ajaccio,H,D,2013_2014,1.3333333333333333,0.6666666666666666,11.0,3.0,16.0,4.333333333333333,1.3333333333333333,0.3333333333333333,2.0,0.3333333333333333,7.0,2.6666666666666665,22.33333333333333,3.6666666666666665,1.6666666666666667,0.0,1,1.75,3.6,4.75,1.8,3.4,4.5,1.7,3.5,4.85,1.86,3.71,4.57,1.75,3.5,4.8,1.83,3.6,4.8,1.79,3.67,5.24,FRA,1529.08056641,FRA,1467.34814453,61.732421880000174,]34 to 90]
F1,2014-05-02,Bastia,Lille,D,A,2013_2014,2.0,1.0,11.333333333333334,4.0,15.333333333333334,5.0,1.0,0.3333333333333333,1.0,1.0,8.666666666666666,3.6666666666666665,17.666666666666668,3.333333333333333,1.0,0.6666666666666666,2,5.0,3.6,1.7,5.5,3.4,1.67,4.65,3.4,1.75,6.18,3.82,1.68,5.5,3.6,1.67,6.0,3.7,1.7,5.86,3.98,1.67,FRA,1528.8918457,FRA,1712.08056641,-183.1887207100001,]-190 to -134]
F1,2014-05-17,Bastia,Nantes,D,D,2013_2014,1.6666666666666667,0.3333333333333333,12.666666666666666,3.6666666666666665,15.666666666666666,6.0,1.0,0.0,2.6666666666666665,1.3333333333333333,8.666666666666666,4.666666666666667,15.333333333333334,4.0,1.6666666666666667,0.3333333333333333,1,2.3,3.4,3.0,2.25,3.3,3.1,2.1,3.2,3.4,2.36,3.58,3.1,2.4,3.5,2.8,2.45,3.5,3.0,2.27,3.48,3.45,FRA,1547.68457031,FRA,1555.17822266,-7.493652350000048,]-22 to 34]
F1,2014-08-09,Bastia,Marseille,D,A,2014_2015,1.0,0.3333333333333333,10.0,4.0,14.0,8.0,0.6666666666666666,0.0,1.6666666666666667,1.0,13.666666666666666,5.0,11.333333333333334,5.333333333333333,1.0,0.0,2,3.9,3.1,2.05,3.8,3.2,2.15,3.45,3.15,2.1,3.98,3.34,2.11,3.5,3.3,2.1,4.1,3.3,2.05,3.73,3.38,2.18,FRA,1551.00244141,FRA,1656.01306152,-105.01062010999999,]-134 to -78]
F1,2014-08-23,Bastia,Toulouse,H,H,2014_2015,1.3333333333333333,0.3333333333333333,10.0,3.333333333333333,15.333333333333334,6.0,1.3333333333333333,0.0,1.0,1.0,13.333333333333334,5.333333333333333,14.0,6.333333333333333,1.3333333333333333,0.0,2,2.9,3.1,2.5,2.75,3.3,2.7,2.6,3.2,2.6,2.84,3.35,2.68,2.7,3.1,2.7,2.88,3.2,2.7,2.59,3.39,2.94,FRA,1540.06970215,FRA,1575.62902832,-35.55932617000008,]-78 to -22]
F1,2014-09-13,Bastia,Lens,D,A,2014_2015,1.3333333333333333,0.6666666666666666,9.0,3.6666666666666665,16.0,5.0,2.0,0.0,0.5,0.5,6.0,2.0,12.0,1.5,2.0,0.0,1,1.95,3.2,4.2,2.15,3.3,3.7,2.0,3.25,3.65,2.1,3.3,4.07,2.1,3.1,3.8,2.05,3.3,4.2,2.09,3.3,4.18,FRA,1548.953125,FRA,1493.85986328,55.0932617200001,]34 to 90]
F1,2014-09-24,Bastia,Nantes,D,D,2014_2015,1.6666666666666667,0.6666666666666666,10.0,3.6666666666666665,16.666666666666668,4.0,2.333333333333333,0.0,0.3333333333333333,0.3333333333333333,8.333333333333334,2.6666666666666665,16.666666666666668,5.0,0.6666666666666666,0.0,1,2.4,3.2,3.0,2.5,3.2,3.1,2.2,3.1,3.3,2.41,3.21,3.35,2.4,3.1,3.1,2.45,3.2,3.3,2.55,3.24,3.13,FRA,1531.98156738,FRA,1553.42163086,-21.440063480000163,]-22 to 34]
F1,2014-10-04,Bastia,Lorient,A,D,2014_2015,0.6666666666666666,0.3333333333333333,7.0,2.333333333333333,12.0,5.0,2.0,0.3333333333333333,0.0,0.0,10.333333333333334,2.333333333333333,12.0,4.333333333333333,1.3333333333333333,0.0,1,2.15,3.1,3.6,2.25,3.2,3.5,2.1,3.15,3.45,2.23,3.19,3.78,2.25,3.1,3.4,2.2,3.25,3.7,2.35,3.35,3.38,FRA,1538.62072754,FRA,1555.70275879,-17.08203125,]-22 to 34]
F1,2014-10-25,Bastia,Monaco,A,D,2014_2015,0.3333333333333333,0.0,6.333333333333333,2.333333333333333,13.333333333333334,5.0,1.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,14.666666666666666,7.0,14.0,6.0,1.3333333333333333,0.0,2,3.6,3.25,2.1,3.6,3.25,2.05,3.3,3.1,2.2,4.2,3.25,2.08,3.75,3.3,2.0,3.9,3.3,2.1,3.77,3.4,2.17,FRA,1539.94616699,FRA,1702.6472168,-162.7010498100001,]-190 to -134]
F1,2014-11-08,Bastia,Montpellier,H,H,2014_2015,0.3333333333333333,0.3333333333333333,6.333333333333333,2.6666666666666665,13.333333333333334,3.6666666666666665,2.0,0.3333333333333333,0.6666666666666666,0.0,10.0,3.0,13.0,5.0,2.0,0.0,1,2.5,3.0,3.0,2.62,2.9,2.9,2.4,3.15,2.9,2.6,3.16,3.08,2.62,3.0,2.9,2.6,3.12,3.1,3.08,3.12,2.67,FRA,1523.58520508,FRA,1585.37036133,-61.78515625,]-78 to -22]
F1,2014-11-22,Bastia,Lyon,D,D,2014_2015,1.0,1.0,8.333333333333334,4.333333333333333,16.666666666666668,3.0,2.0,0.0,1.6666666666666667,0.0,11.666666666666666,6.0,15.0,3.333333333333333,1.3333333333333333,0.0,2,3.6,3.3,2.05,3.5,3.25,2.1,3.4,3.2,2.1,4.01,3.46,2.07,3.6,3.1,2.15,3.8,3.3,2.15,3.94,3.35,2.13,FRA,1534.6027832,FRA,1720.41308594,-185.81030274,]-190 to -134]
F1,2014-12-13,Bastia,Rennes,H,H,2014_2015,1.0,1.0,9.333333333333334,4.0,17.333333333333332,3.333333333333333,3.0,0.0,1.3333333333333333,1.0,6.333333333333333,2.6666666666666665,17.0,2.0,2.333333333333333,0.0,2,3.0,3.2,2.5,2.95,3.1,2.62,3.1,3.1,2.3,2.97,3.06,2.73,2.9,3.0,2.62,3.0,3.1,2.7,2.63,3.21,3.05,FRA,1520.3807373,FRA,1607.72412109,-87.34338378999996,]-134 to -78]
F1,2015-01-10,Bastia,Paris SG,H,D,2014_2015,1.3333333333333333,1.0,11.666666666666666,4.333333333333333,19.0,4.0,3.0,0.0,1.3333333333333333,1.0,14.666666666666666,6.666666666666667,13.666666666666666,5.0,1.6666666666666667,0.0,2,8.0,4.75,1.4,8.75,4.6,1.44,7.5,4.3,1.4,9.14,4.69,1.42,8.0,4.5,1.4,9.5,4.6,1.44,8.8,4.3,1.48,FRA,1533.84899902,FRA,1848.32324219,-314.4742431699999,]-359 to -303]
F1,2015-01-24,Bastia,Bordeaux,D,D,2014_2015,2.0,1.0,10.333333333333334,4.0,19.0,4.0,3.333333333333333,0.0,0.3333333333333333,0.3333333333333333,11.0,3.6666666666666665,15.0,3.0,1.3333333333333333,0.0,1,2.5,3.1,3.1,2.62,3.1,2.75,2.5,3.1,2.8,2.62,3.2,3.02,2.62,3.0,2.9,2.6,3.1,3.1,2.77,3.24,2.81,FRA,1555.64819336,FRA,1610.12487793,-54.47668456999986,]-78 to -22]
F1,2015-02-07,Bastia,Metz,H,D,2014_2015,2.0,1.0,11.0,4.666666666666667,17.0,4.333333333333333,2.333333333333333,0.3333333333333333,0.3333333333333333,0.0,8.333333333333334,2.333333333333333,17.333333333333332,4.333333333333333,2.0,0.3333333333333333,1,2.2,3.1,3.6,2.2,3.25,3.25,2.1,3.15,3.45,2.21,3.17,3.9,2.25,3.0,3.5,2.2,3.1,4.0,2.23,3.09,4.03,FRA,1555.6126709,FRA,1500.80981445,54.802856450000036,]34 to 90]
F1,2015-02-21,Bastia,Lille,H,H,2014_2015,2.0,0.6666666666666666,10.333333333333334,5.333333333333333,15.333333333333334,3.0,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,12.0,4.0,13.333333333333334,3.0,1.0,0.0,2,2.8,3.0,2.75,2.75,2.85,2.8,2.6,3.1,2.7,2.88,2.94,2.96,2.7,3.1,2.7,2.88,2.9,3.0,2.8,3.01,2.99,FRA,1578.95483398,FRA,1635.25036621,-56.295532229999935,]-78 to -22]
F1,2015-03-07,Bastia,Nice,H,D,2014_2015,1.3333333333333333,0.6666666666666666,10.666666666666666,5.666666666666667,12.0,3.6666666666666665,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,8.0,2.6666666666666665,17.0,1.6666666666666667,2.6666666666666665,0.3333333333333333,1,2.3,3.1,3.4,2.45,3.0,3.0,2.2,3.1,3.3,2.41,3.17,3.4,2.5,3.1,2.9,2.4,3.12,3.5,2.37,3.13,3.58,FRA,1580.38574219,FRA,1570.5234375,9.862304689999974,]-22 to 34]
F1,2015-03-21,Bastia,Guingamp,D,D,2014_2015,2.0,1.0,11.666666666666666,6.666666666666667,13.333333333333334,5.333333333333333,1.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,8.666666666666666,4.0,12.0,3.0,2.333333333333333,0.0,2,2.9,3.1,2.6,2.8,2.95,2.7,2.6,3.0,2.75,3.0,3.17,2.65,2.8,3.1,2.62,3.0,3.1,2.7,3.5,3.09,2.42,FRA,1582.74365234,FRA,1566.38964844,16.354003899999952,]-22 to 34]
