HomeTeam,AwayTeam,Season,elo_diff_cuted,diff_with_avg_a_m_cuted,diff_with_avg_h_m_cuted,diff_with_avg_a_d_cuted,diff_with_avg_h_d_cuted,diff_with_avg_a_f_cuted,diff_with_avg_h_f_cuted,FTR,FTHG,HTHG,HS,HF,FTAG,HTAG,AS,AST,AF,AC,bkm_prediction,B365H,B365D,B365A,Elo_Home,Elo_Away,elo_diff,sum_lose_last_5_Home,sum_win_last_5_Away,sum_lose_last_5_Away,sum_win_last_3_Away,sum_lose_last_3_Away,shots_total_h_d,tackles_h_d,aerials_won_h_d,clearance_offine_h_d,pen_miss_h_d,pen_won_h_d,score_joueur_avg_of_week_h_d,fouls_commited_h_g,tackles_h_g,dispossesed_h_g,saves_h_g,punches_h_g,savesInsideBox_h_g,duelsWon_h_g,dribbleSucc_h_g,dribbledPast_h_g,good_high_claim_h_g,rating_h_g,minutes_played_h_g,score_joueur_h_g,score_joueur_avg_of_week_h_g,shots_total_h_f,shots_on_goal_h_f,tackles_h_f,clearances_h_f,dispossesed_h_f,duelsWon_h_f,aerials_won_h_f,redcards_h_f,pen_score_h_f,pen_miss_h_f,pen_won_h_f,hit_woodwork_h_f,score_joueur_h_f,score_joueur_avg_of_week_h_f,diff_with_avg_h_f,shots_total_h_m,fouls_drawn_h_m,tackles_h_m,clearances_h_m,dispossesed_h_m,duelsWon_h_m,dribbleAttempts_h_m,dribbledPast_h_m,error_lead_to_goal_h_m,pen_miss_h_m,pen_committed_h_m,rating_h_m,shots_on_goal_a_d,offsides_a_d,tackles_a_d,total_crosses_a_d,acc_crosses_a_d,interceptions_a_d,clearances_a_d,dispossesed_a_d,duelsTotal_a_d,duelsWon_a_d,aerials_won_a_d,dribbleSucc_a_d,yellowcards_a_d,lastman_tackle_a_d,pen_miss_a_d,pen_won_a_d,passes_a_d,passes_acc_a_d,keyPasses_a_d,minutes_played_a_d,score_joueur_a_d,score_joueur_avg_of_week_a_d,diff_with_avg_a_d,tackles_a_g,interceptions_a_g,clearances_a_g,saves_a_g,savesInsideBox_a_g,duelsTotal_a_g,duelsWon_a_g,big_chance_created_a_g,redcards_a_g,passes_a_g,passes_acc_a_g,score_joueur_avg_of_week_a_g,shots_total_a_f,shots_on_goal_a_f,fouls_drawn_a_f,fouls_commited_a_f,tackles_a_f,blocks_a_f,total_crosses_a_f,acc_crosses_a_f,interceptions_a_f,dispossesed_a_f,aerials_won_a_f,dribbleAttempts_a_f,dribbleSucc_a_f,big_chance_created_a_f,big_chance_missed_a_f,clearance_offine_a_f,pen_score_a_f,hit_woodwork_a_f,passes_a_f,passes_acc_a_f,keyPasses_a_f,minutes_played_a_f,score_joueur_a_f,score_joueur_avg_of_week_a_f,diff_with_avg_a_f,shots_on_goal_a_m,offsides_a_m,fouls_drawn_a_m,total_crosses_a_m,acc_crosses_a_m,interceptions_a_m,dispossesed_a_m,aerials_won_a_m,dribbledPast_a_m,big_chance_created_a_m,pen_score_a_m,pen_committed_a_m,pen_won_a_m,hit_woodwork_a_m,passes_a_m,passes_acc_a_m,minutes_played_a_m,score_joueur_a_m,score_joueur_avg_of_week_a_m,diff_with_avg_a_m,num_of_day
Lille,Montpellier,2015_2016,]34 to 90],"(1.875, 2.615]","(-0.282, 0.464]","(-0.0904, 0.27]","(-0.319, 0.0412]","(-0.543, -0.41]","(-0.303, -0.157]",1,0.3333333333333333,0.3333333333333333,16.0,10.666666666666666,0.3333333333333333,0.3333333333333333,6.666666666666667,2.0,14.333333333333334,4.666666666666667,1,2.0,3.1,4.33,1629.47680664,1576.96142578,52.51538086000005,1.0,3.0,0.0,1.0,0.0,4.333333333333333,6.333333333333333,11.333333333333334,0.0,0.0,0.0,4.500782004830918,0.0,0.0,0.0,3.6666666666666665,0.6666666666666666,2.333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,7.5,90.0,2.733333333333334,2.28125,4.0,1.3333333333333333,2.333333333333333,1.6666666666666667,7.666666666666667,17.0,6.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.7322222222222222,0.9535554159572952,-0.2213331937350728,3.0,6.666666666666667,8.0,0.3333333333333333,6.333333333333333,19.666666666666668,6.666666666666667,2.333333333333333,0.0,0.0,0.0,6.936111111111111,0.0,0.0,8.0,4.666666666666667,1.0,16.666666666666668,12.666666666666666,3.6666666666666665,47.333333333333336,24.0,9.0,2.0,0.3333333333333333,0.0,0.0,0.0,170.66666666666666,137.66666666666666,0.6666666666666666,363.0,4.566666666666666,4.379292076167077,0.1873745904995903,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,2.333333333333333,2.333333333333333,0.0,0.0,24.0,13.0,2.065964052287582,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,2.333333333333333,2.0,3.6666666666666665,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,34.0,24.33333333333333,1.0,103.33333333333331,0.4444444444444445,0.9196275447978236,-0.4751831003533791,1.3333333333333333,0.6666666666666666,6.0,11.666666666666666,2.333333333333333,10.666666666666666,11.666666666666666,8.0,4.333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,258.6666666666667,215.3333333333333,433.6666666666667,8.936111111111112,6.382542812837109,2.553568298274002,4
Troyes,Guingamp,2015_2016,]-78 to -22],"(-1.825, -1.085]","(-1.028, -0.282]","(-1.173, -0.812]","(0.401, 0.761]","(-0.147, -0.0151]","(-0.449, -0.303]",2,0.3333333333333333,0.0,12.0,11.0,0.3333333333333333,0.0,11.0,3.6666666666666665,15.333333333333334,3.333333333333333,1,2.63,3.1,2.88,1527.31530762,1574.86901855,-47.55371092999985,4.0,1.0,1.0,0.0,0.0,0.0,9.0,5.333333333333333,0.0,0.0,0.0,4.531469748858448,0.0,0.0,0.0,4.666666666666667,0.3333333333333333,2.333333333333333,0.3333333333333333,0.0,0.0,0.0,7.066666666666666,90.0,2.716666666666667,2.3601851851851854,2.333333333333333,1.0,1.3333333333333333,0.3333333333333333,2.0,6.666666666666667,3.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5733333333333334,0.9634019951840386,-0.3900686618507052,6.0,6.333333333333333,10.666666666666666,2.0,8.333333333333334,26.33333333333333,5.333333333333333,6.0,0.0,0.0,0.0,5.6944444444444455,0.5,0.0,7.5,3.5,1.0,10.5,13.0,1.5,26.5,14.5,6.0,0.5,0.5,0.0,0.0,0.0,132.0,105.5,0.0,360.0,3.755,4.600357142857143,-0.8453571428571427,0.0,0.0,0.5,2.5,1.0,0.0,0.0,0.0,0.0,24.5,10.5,2.208730158730159,3.0,0.5,3.5,5.5,3.5,0.0,3.0,1.0,3.0,4.5,5.0,7.0,3.5,0.0,0.0,0.0,0.0,0.0,51.5,40.5,2.0,176.0,0.8200000000000001,0.8872648720505152,-0.067264872050515,2.5,0.5,6.5,8.5,2.5,9.5,9.0,12.5,8.5,0.0,0.0,0.0,0.0,0.0,136.0,102.0,364.0,4.909166666666668,6.079048245614036,-1.1698815789473689,5
Ajaccio GFCO,Toulouse,2015_2016,]-78 to -22],"(0.395, 1.135]","(0.464, 1.21]","(-1.173, -0.812]","(-1.038, -0.679]","(-0.41, -0.278]","(-0.303, -0.157]",0,0.3333333333333333,0.3333333333333333,15.0,11.333333333333334,0.6666666666666666,0.6666666666666666,11.0,4.333333333333333,10.0,8.0,2,3.1,3.2,2.4,1458.05639648,1532.32922363,-74.27282714999978,1.0,0.0,4.0,0.0,2.0,3.5,7.5,7.5,0.0,0.0,0.0,4.517517123287671,0.0,0.0,0.0,7.0,0.0,5.5,1.0,0.0,0.0,0.0,7.6,90.0,4.45,2.311111111111111,5.0,1.0,1.0,1.0,6.5,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.736,0.955278431372549,-0.219278431372549,5.5,3.0,6.0,2.0,3.0,14.5,2.5,4.5,0.0,0.0,0.5,7.137499999999999,0.6666666666666666,0.3333333333333333,7.666666666666667,9.666666666666666,2.6666666666666665,10.333333333333334,12.666666666666666,2.6666666666666665,37.333333333333336,22.0,9.0,2.6666666666666665,1.0,0.0,0.0,0.0,131.33333333333334,104.66666666666669,2.0,360.0,3.597777777777777,4.426848536737235,-0.8290707589594574,0.3333333333333333,0.0,1.3333333333333333,3.0,2.333333333333333,1.3333333333333333,0.6666666666666666,0.0,0.0,26.666666666666668,11.333333333333334,2.183611111111111,3.333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,0.0,0.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,28.33333333333333,23.0,1.3333333333333333,108.33333333333331,0.64,0.9466699690402476,-0.3066699690402477,2.333333333333333,0.3333333333333333,9.0,15.333333333333334,4.333333333333333,10.333333333333334,14.333333333333334,8.666666666666666,5.333333333333333,0.0,0.0,0.0,0.0,0.0,208.3333333333333,159.66666666666666,427.0,7.160555555555557,6.319484393593122,0.8410711619624331,5
Lyon,Reims,2015_2016,]90 to 146],"(-1.085, -0.345]","(1.21, 1.956]","(0.631, 0.992]","(1.481, 1.84]","(-0.41, -0.278]","(-0.0109, 0.135]",1,1.0,0.6666666666666666,14.0,11.666666666666666,0.6666666666666666,0.0,4.666666666666667,2.0,14.666666666666666,3.0,1,1.62,3.75,6.0,1716.29016113,1577.87426758,138.41589354999996,1.0,0.0,5.0,0.0,3.0,2.333333333333333,11.0,6.666666666666667,0.0,0.0,0.0,4.5900114155251135,0.0,0.0,0.0,2.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,7.033333333333334,90.0,2.216666666666667,2.204629629629629,5.0,3.333333333333333,0.3333333333333333,0.0,6.333333333333333,6.333333333333333,2.333333333333333,0.0,0.0,0.0,0.0,0.0,1.051111111111111,0.948397003028854,0.1027141080822573,5.0,5.333333333333333,8.333333333333334,1.0,4.333333333333333,23.0,3.333333333333333,5.333333333333333,0.0,0.0,0.0,6.633333333333334,0.0,0.0,8.333333333333334,4.0,0.0,13.0,10.333333333333334,1.6666666666666667,31.666666666666668,18.0,6.333333333333333,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,210.66666666666663,175.33333333333334,1.6666666666666667,360.0,5.5183333333333335,4.5900114155251135,0.9283219178082196,0.0,0.0,1.0,3.333333333333333,2.0,0.3333333333333333,0.3333333333333333,0.0,0.0,31.666666666666668,17.333333333333332,2.204629629629629,1.6666666666666667,0.6666666666666666,1.6666666666666667,3.6666666666666665,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0,2.0,2.333333333333333,2.6666666666666665,2.0,0.0,0.0,0.0,0.0,0.0,28.33333333333333,19.666666666666668,1.0,99.66666666666669,0.6133333333333334,0.948397003028854,-0.3350636696955205,1.6666666666666667,0.3333333333333333,5.666666666666667,10.666666666666666,0.6666666666666666,7.0,8.333333333333334,6.333333333333333,5.666666666666667,0.0,0.0,0.0,0.0,0.0,214.66666666666663,165.33333333333334,440.3333333333333,5.755555555555556,6.250897721106891,-0.495342165551335,5
Lorient,Bordeaux,2015_2016,]-78 to -22],"(-0.345, 0.395]","(-0.282, 0.464]","(-0.0904, 0.27]","(0.0412, 0.401]","(-0.278, -0.147]","(0.281, 0.428]",1,1.6666666666666667,0.6666666666666666,10.666666666666666,11.666666666666666,1.0,0.6666666666666666,9.333333333333334,3.333333333333333,15.0,6.666666666666667,1,2.6,3.2,2.8,1582.7265625,1645.9486084,-63.22204590000001,1.0,2.0,1.0,1.0,1.0,1.0,7.666666666666667,6.333333333333333,0.0,0.0,0.0,4.5900114155251135,0.3333333333333333,0.0,0.0,2.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,6.866666666666667,89.33333333333333,1.375,2.204629629629629,4.0,2.333333333333333,1.3333333333333333,2.0,4.666666666666667,13.666666666666666,4.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.3155555555555558,0.948397003028854,0.3671585525267018,3.0,5.0,8.666666666666666,1.6666666666666667,4.666666666666667,21.0,8.333333333333334,4.666666666666667,0.0,0.0,0.0,4.573333333333333,0.0,0.0,12.0,11.0,2.0,10.0,16.5,1.0,38.0,25.5,7.0,4.5,1.5,0.0,0.0,0.0,133.5,110.0,1.0,349.0,4.61875,4.646267123287671,-0.0275171232876705,0.0,0.0,2.5,5.0,2.0,0.0,0.0,0.0,0.0,28.0,17.5,2.095833333333333,2.5,0.5,5.5,5.5,3.0,0.0,4.0,1.0,2.0,5.5,6.0,6.5,4.0,0.0,0.0,0.0,0.0,0.5,59.0,47.5,3.0,182.0,0.7783333333333333,0.9465170731707316,-0.1681837398373984,3.0,1.0,5.0,10.0,0.5,8.0,5.5,6.5,5.0,0.0,0.0,0.0,0.0,0.0,175.0,151.5,349.0,6.4025,6.291596581660336,0.1109034183396641,6
Paris SG,Marseille,2015_2016,]202 to 259],"(-0.345, 0.395]","(4.94, 5.687]","(-0.0904, 0.27]","(0.761, 1.121]","(-0.0151, 0.116]","(0.428, 0.574]",1,2.333333333333333,1.6666666666666667,18.33333333333333,9.666666666666666,0.3333333333333333,0.0,11.666666666666666,3.6666666666666665,13.666666666666666,6.666666666666667,1,1.33,5.0,10.0,1891.63208008,1657.9798584,233.6522216799999,0.0,3.0,1.0,2.0,0.0,3.0,14.0,6.0,0.0,0.0,0.0,4.207971014492754,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,7.9,90.0,4.2,2.39375,10.0,7.0,4.0,4.0,5.0,11.0,1.0,0.0,2.0,0.0,1.0,0.0,1.48,0.9463829787234044,0.5336170212765957,2.0,6.0,12.0,3.0,4.0,22.0,3.0,11.0,0.0,0.0,0.0,4.95,0.3333333333333333,0.3333333333333333,6.666666666666667,9.333333333333334,1.6666666666666667,11.0,10.333333333333334,4.333333333333333,42.333333333333336,21.666666666666668,8.333333333333334,2.6666666666666665,1.3333333333333333,0.0,0.0,0.0,203.0,171.0,1.6666666666666667,362.3333333333333,4.593333333333333,4.510591370480069,0.0827419628532646,0.0,0.0,0.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,38.333333333333336,28.0,2.168464052287582,4.666666666666667,2.0,3.0,2.6666666666666665,3.0,0.0,6.0,1.3333333333333333,0.6666666666666666,7.333333333333333,0.6666666666666666,6.666666666666667,3.0,0.0,0.0,0.0,0.0,0.0,62.66666666666666,55.0,1.3333333333333333,203.66666666666663,0.98,0.9384406166932484,0.0415593833067516,1.3333333333333333,0.0,4.0,16.0,2.333333333333333,3.6666666666666665,7.0,3.6666666666666665,3.6666666666666665,0.0,0.0,0.3333333333333333,0.0,0.0,166.66666666666666,139.66666666666666,324.6666666666667,6.212261904761905,6.400309636311569,-0.1880477315496639,6
Monaco,Rennes,2015_2016,]90 to 146],"(-1.085, -0.345]","(0.464, 1.21]","(-1.173, -0.812]","(0.0412, 0.401]","(0.379, 0.511]","(-0.449, -0.303]",0,0.6666666666666666,0.3333333333333333,8.333333333333334,10.0,1.6666666666666667,0.3333333333333333,12.666666666666666,5.666666666666667,12.666666666666666,3.333333333333333,1,1.85,3.4,4.75,1734.07775879,1600.57434082,133.50341796999987,1.0,1.0,2.0,0.0,2.0,0.6666666666666666,5.666666666666667,6.0,0.0,0.0,0.0,4.379292076167077,0.0,0.0,0.0,3.6666666666666665,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,6.7,90.0,2.466666666666667,2.065964052287582,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,4.333333333333333,6.333333333333333,2.333333333333333,0.0,0.0,0.0,0.0,0.0,0.4866666666666666,0.9196275447978236,-0.4329608781311568,5.666666666666667,8.666666666666666,8.333333333333334,3.6666666666666665,7.666666666666667,30.0,12.0,6.0,0.0,0.0,0.0,6.514444444444444,0.6666666666666666,0.3333333333333333,7.666666666666667,1.3333333333333333,0.0,7.0,9.0,1.0,28.33333333333333,17.666666666666668,6.0,2.333333333333333,0.6666666666666666,0.0,0.0,0.0,132.33333333333334,105.33333333333331,2.0,343.3333333333333,3.475555555555556,4.5900114155251135,-1.1144558599695582,0.0,0.0,0.3333333333333333,2.333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,21.666666666666668,11.333333333333334,2.204629629629629,6.0,3.333333333333333,4.666666666666667,5.666666666666667,3.0,0.0,5.0,1.3333333333333333,1.0,4.0,5.333333333333333,6.0,4.0,0.0,0.0,0.0,0.0,0.0,89.33333333333333,74.0,2.0,222.66666666666663,1.4366666666666668,0.948397003028854,0.488269663637813,1.6666666666666667,1.0,3.333333333333333,11.333333333333334,2.333333333333333,5.333333333333333,6.333333333333333,3.0,3.333333333333333,0.0,0.0,0.0,0.0,0.0,154.0,127.0,334.0,5.440555555555555,6.250897721106891,-0.8103421655513353,6
Monaco,Lyon,2015_2016,]-22 to 34],"(1.875, 2.615]","(0.464, 1.21]","(0.992, 1.352]","(-0.319, 0.0412]","(0.116, 0.248]","(-0.449, -0.303]",0,1.0,0.3333333333333333,10.0,10.666666666666666,2.0,1.0,11.666666666666666,4.666666666666667,12.666666666666666,4.333333333333333,1,2.55,3.2,2.9,1729.03625488,1719.86694336,9.169311519999836,1.0,3.0,2.0,3.0,0.0,0.6666666666666666,3.6666666666666665,2.333333333333333,0.0,0.0,0.0,4.3103274593763725,0.0,0.0,0.0,4.0,0.0,2.333333333333333,0.0,0.0,0.0,0.0,6.7,90.0,2.45,2.2481944444444446,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,3.0,6.666666666666667,2.6666666666666665,0.0,0.0,0.0,0.0,0.3333333333333333,0.6244444444444445,0.9426642952813824,-0.318219850836938,6.0,9.333333333333334,9.333333333333334,3.333333333333333,8.0,30.666666666666668,9.0,5.333333333333333,0.0,0.0,0.0,6.4753968253968255,0.6666666666666666,0.0,10.666666666666666,4.666666666666667,1.0,7.0,15.666666666666666,1.3333333333333333,39.66666666666666,26.666666666666668,9.333333333333334,3.0,0.3333333333333333,0.0,0.0,0.0,211.0,183.66666666666663,2.333333333333333,360.0,5.545833333333333,4.426848536737235,1.1189847965960982,0.0,0.0,0.6666666666666666,3.333333333333333,2.0,0.0,0.0,0.0,0.0,24.0,12.0,2.183611111111111,5.333333333333333,2.6666666666666665,2.333333333333333,3.0,2.333333333333333,0.0,1.6666666666666667,0.6666666666666666,2.0,5.333333333333333,5.0,3.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,53.333333333333336,43.333333333333336,1.6666666666666667,183.0,1.177777777777778,0.9466699690402476,0.2311078087375302,1.3333333333333333,1.0,4.666666666666667,8.0,2.0,4.666666666666667,8.0,3.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,241.0,210.0,357.0,8.652777777777779,6.319484393593123,2.3332933841846555,4
Toulouse,Angers,2015_2016,]-22 to 34],"(-1.825, -1.085]","(-1.028, -0.282]","(-0.812, -0.451]","(-0.679, -0.319]","(-0.278, -0.147]","(-0.157, -0.0109]",2,1.3333333333333333,1.0,13.0,11.666666666666666,1.6666666666666667,1.3333333333333333,7.333333333333333,3.0,13.666666666666666,3.0,1,2.05,3.3,3.8,1531.90148926,1549.45532227,-17.553833009999835,3.0,1.0,2.0,0.0,2.0,0.6666666666666666,9.0,6.0,0.0,0.0,0.0,4.5900114155251135,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,1.0,1.0,0.0,0.0,0.0,6.4,90.0,1.5499999999999998,2.204629629629629,6.0,2.0,0.6666666666666666,0.0,2.6666666666666665,6.666666666666667,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.9,0.948397003028854,-0.0483970030288538,5.0,8.666666666666666,14.333333333333334,6.0,8.0,33.666666666666664,6.333333333333333,6.333333333333333,0.0,0.0,0.0,6.199206349206349,0.6666666666666666,0.0,8.666666666666666,3.0,1.3333333333333333,8.0,17.0,0.6666666666666666,31.0,16.333333333333332,5.333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,129.33333333333334,104.33333333333331,0.6666666666666666,360.0,3.98,4.586082844096542,-0.6060828440965423,0.0,0.0,1.3333333333333333,3.333333333333333,2.6666666666666665,1.0,0.6666666666666666,0.0,0.0,26.33333333333333,11.333333333333334,2.2058201058201057,1.3333333333333333,1.3333333333333333,3.0,3.0,2.333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,3.0,1.3333333333333333,2.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,25.0,1.6666666666666667,150.0,0.7555555555555556,0.91097658136701,-0.1554210258114545,1.3333333333333333,0.0,5.333333333333333,6.666666666666667,1.6666666666666667,6.666666666666667,7.0,5.666666666666667,8.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,167.0,127.33333333333331,390.0,4.832063492063493,6.131307077832037,-1.2992435857685452,5
Nantes,Troyes,2015_2016,]-22 to 34],"(-1.085, -0.345]","(-1.028, -0.282]","(-0.0904, 0.27]","(-1.038, -0.679]","(-0.41, -0.278]","(-0.157, -0.0109]",1,0.6666666666666666,0.3333333333333333,10.0,15.333333333333334,0.3333333333333333,0.3333333333333333,10.666666666666666,2.333333333333333,11.0,4.333333333333333,1,1.95,3.3,4.2,1547.17980957,1518.87487793,28.304931640000177,3.0,0.0,4.0,0.0,3.0,1.3333333333333333,8.333333333333334,4.333333333333333,0.0,0.0,0.0,4.5900114155251135,0.0,0.0,0.0,2.6666666666666665,1.3333333333333333,2.0,0.6666666666666666,0.0,0.0,0.0,6.800000000000001,90.0,2.3000000000000003,2.204629629629629,3.333333333333333,1.0,2.0,2.0,3.0,11.333333333333334,6.333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.7977777777777778,0.948397003028854,-0.150619225251076,4.0,3.333333333333333,8.666666666666666,3.6666666666666665,8.0,23.666666666666668,9.0,4.666666666666667,0.0,0.0,0.0,5.8447619047619055,0.3333333333333333,0.3333333333333333,7.333333333333333,3.0,0.0,5.333333333333333,11.333333333333334,0.6666666666666666,26.666666666666668,16.333333333333332,1.6666666666666667,3.333333333333333,0.3333333333333333,0.0,0.0,0.0,162.33333333333334,135.0,1.3333333333333333,349.6666666666667,4.445833333333334,4.4853902034039015,-0.0395568700705684,0.0,0.0,1.0,2.6666666666666665,2.0,0.6666666666666666,0.3333333333333333,0.0,0.0,27.0,12.333333333333334,2.0280555555555555,2.0,0.3333333333333333,1.6666666666666667,2.0,2.0,0.0,1.6666666666666667,0.0,0.0,3.0,2.6666666666666665,1.6666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,25.666666666666668,19.0,2.333333333333333,122.0,0.5666666666666668,0.931664976885063,-0.3649983102183962,1.6666666666666667,0.6666666666666666,5.0,9.333333333333334,2.333333333333333,7.333333333333333,8.0,4.0,13.0,0.0,0.0,0.3333333333333333,0.0,0.0,207.66666666666663,168.0,428.3333333333333,5.31904761904762,6.255239145055111,-0.9361915260074918,5
Guingamp,Lille,2015_2016,]-78 to -22],"(0.395, 1.135]","(-3.278, -2.52]","(-1.173, -0.812]","(-1.398, -1.038]","(-0.147, -0.0151]","(-0.0109, 0.135]",0,2.333333333333333,0.6666666666666666,14.0,11.666666666666666,0.3333333333333333,0.0,11.333333333333334,3.6666666666666665,20.33333333333333,3.0,1,2.6,3.1,2.9,1583.30944824,1637.22094727,-53.91149902999996,2.0,0.0,2.0,0.0,1.0,0.3333333333333333,7.0,5.666666666666667,0.0,0.0,0.0,4.510591370480069,0.0,0.0,0.0,2.6666666666666665,0.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.0,0.0,6.833333333333333,90.0,1.9833333333333327,2.168464052287582,5.666666666666667,3.0,1.3333333333333333,1.0,5.0,14.0,9.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.047777777777778,0.9384406166932484,0.1093371610845294,5.666666666666667,7.333333333333333,14.333333333333334,3.0,6.0,36.66666666666666,6.666666666666667,5.333333333333333,0.0,0.0,0.0,5.664126984126984,0.0,0.3333333333333333,6.0,0.3333333333333333,0.0,7.333333333333333,13.333333333333334,1.6666666666666667,34.666666666666664,21.33333333333333,9.666666666666666,1.0,0.6666666666666666,0.0,0.0,0.0,99.66666666666669,78.0,0.3333333333333333,285.3333333333333,3.391666666666667,4.399556870070568,-1.007890203403902,0.0,0.0,0.6666666666666666,4.0,3.6666666666666665,1.3333333333333333,1.0,0.0,0.3333333333333333,24.33333333333333,12.333333333333334,2.171574074074074,5.0,2.333333333333333,4.666666666666667,7.0,3.333333333333333,0.0,7.666666666666667,2.333333333333333,2.0,9.666666666666666,3.6666666666666665,7.666666666666667,4.666666666666667,0.0,0.0,0.0,0.0,0.0,76.66666666666667,60.0,4.666666666666667,257.3333333333333,0.8726666666666668,0.9375058823529412,-0.0648392156862744,1.3333333333333333,0.3333333333333333,5.333333333333333,9.333333333333334,2.0,7.333333333333333,6.666666666666667,4.666666666666667,3.6666666666666665,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,162.66666666666666,123.33333333333331,351.3333333333333,6.813333333333333,6.1959496713709,0.6173836619624332,5
Reims,Caen,2015_2016,]-78 to -22],"(-3.317, -2.565]","(-2.52, -1.774]","(-0.812, -0.451]","(-0.319, 0.0412]","(-0.147, -0.0151]","(0.135, 0.281]",2,2.0,0.3333333333333333,10.333333333333334,12.333333333333334,1.3333333333333333,0.6666666666666666,13.666666666666666,5.333333333333333,11.666666666666666,6.333333333333333,1,2.5,3.2,2.9,1574.29748535,1598.80529785,-24.5078125,4.0,2.0,2.0,1.0,2.0,0.3333333333333333,6.0,5.333333333333333,0.0,0.0,0.0,4.426848536737235,0.0,0.0,0.0,3.6666666666666665,0.6666666666666666,1.6666666666666667,1.0,0.0,0.0,0.0,6.8500000000000005,90.0,2.0,2.183611111111111,2.333333333333333,2.0,0.6666666666666666,0.6666666666666666,2.0,5.666666666666667,3.333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,1.1866666666666668,0.9466699690402476,0.2399966976264189,5.666666666666667,10.0,14.333333333333334,5.0,5.666666666666667,38.66666666666666,9.333333333333334,8.333333333333334,0.0,0.0,0.0,6.382142857142857,0.6666666666666666,0.3333333333333333,10.333333333333334,6.0,0.6666666666666666,11.0,13.0,0.3333333333333333,37.333333333333336,24.0,10.0,1.3333333333333333,1.0,0.0,0.0,0.0,141.33333333333334,103.0,2.0,382.0,3.8708333333333336,4.5900114155251135,-0.7191780821917803,0.0,0.0,0.6666666666666666,3.0,1.6666666666666667,0.0,0.0,0.0,0.0,19.666666666666668,14.0,2.204629629629629,3.0,2.0,1.6666666666666667,1.0,1.0,0.0,4.333333333333333,1.3333333333333333,0.3333333333333333,2.0,6.666666666666667,5.0,2.0,0.0,0.0,0.0,0.0,0.0,41.0,25.666666666666668,2.6666666666666665,132.0,0.9177777777777778,0.948397003028854,-0.030619225251076,2.6666666666666665,0.3333333333333333,4.333333333333333,14.0,3.6666666666666665,9.333333333333334,4.333333333333333,7.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,122.66666666666669,88.33333333333333,375.0,3.613888888888889,6.250897721106891,-2.637008832218002,5
