HomeTeam,AwayTeam,Season,elo_diff_cuted,diff_with_avg_a_m_cuted,diff_with_avg_h_m_cuted,diff_with_avg_a_d_cuted,diff_with_avg_h_d_cuted,diff_with_avg_a_f_cuted,diff_with_avg_h_f_cuted,FTR,FTHG,HTHG,HS,HF,FTAG,HTAG,AS,AST,AF,AC,bkm_prediction,B365H,B365D,B365A,Elo_Home,Elo_Away,elo_diff,sum_lose_last_5_Home,sum_win_last_5_Away,sum_lose_last_5_Away,sum_win_last_3_Away,sum_lose_last_3_Away,shots_total_h_d,tackles_h_d,aerials_won_h_d,clearance_offine_h_d,pen_miss_h_d,pen_won_h_d,score_joueur_avg_of_week_h_d,fouls_commited_h_g,tackles_h_g,dispossesed_h_g,saves_h_g,punches_h_g,savesInsideBox_h_g,duelsWon_h_g,dribbleSucc_h_g,dribbledPast_h_g,good_high_claim_h_g,rating_h_g,minutes_played_h_g,score_joueur_h_g,score_joueur_avg_of_week_h_g,shots_total_h_f,shots_on_goal_h_f,tackles_h_f,clearances_h_f,dispossesed_h_f,duelsWon_h_f,aerials_won_h_f,redcards_h_f,pen_score_h_f,pen_miss_h_f,pen_won_h_f,hit_woodwork_h_f,score_joueur_h_f,score_joueur_avg_of_week_h_f,diff_with_avg_h_f,shots_total_h_m,fouls_drawn_h_m,tackles_h_m,clearances_h_m,dispossesed_h_m,duelsWon_h_m,dribbleAttempts_h_m,dribbledPast_h_m,error_lead_to_goal_h_m,pen_miss_h_m,pen_committed_h_m,rating_h_m,shots_on_goal_a_d,offsides_a_d,tackles_a_d,total_crosses_a_d,acc_crosses_a_d,interceptions_a_d,clearances_a_d,dispossesed_a_d,duelsTotal_a_d,duelsWon_a_d,aerials_won_a_d,dribbleSucc_a_d,yellowcards_a_d,lastman_tackle_a_d,pen_miss_a_d,pen_won_a_d,passes_a_d,passes_acc_a_d,keyPasses_a_d,minutes_played_a_d,score_joueur_a_d,score_joueur_avg_of_week_a_d,diff_with_avg_a_d,tackles_a_g,interceptions_a_g,clearances_a_g,saves_a_g,savesInsideBox_a_g,duelsTotal_a_g,duelsWon_a_g,big_chance_created_a_g,redcards_a_g,passes_a_g,passes_acc_a_g,score_joueur_avg_of_week_a_g,shots_total_a_f,shots_on_goal_a_f,fouls_drawn_a_f,fouls_commited_a_f,tackles_a_f,blocks_a_f,total_crosses_a_f,acc_crosses_a_f,interceptions_a_f,dispossesed_a_f,aerials_won_a_f,dribbleAttempts_a_f,dribbleSucc_a_f,big_chance_created_a_f,big_chance_missed_a_f,clearance_offine_a_f,pen_score_a_f,hit_woodwork_a_f,passes_a_f,passes_acc_a_f,keyPasses_a_f,minutes_played_a_f,score_joueur_a_f,score_joueur_avg_of_week_a_f,diff_with_avg_a_f,shots_on_goal_a_m,offsides_a_m,fouls_drawn_a_m,total_crosses_a_m,acc_crosses_a_m,interceptions_a_m,dispossesed_a_m,aerials_won_a_m,dribbledPast_a_m,big_chance_created_a_m,pen_score_a_m,pen_committed_a_m,pen_won_a_m,hit_woodwork_a_m,passes_a_m,passes_acc_a_m,minutes_played_a_m,score_joueur_a_m,score_joueur_avg_of_week_a_m,diff_with_avg_a_m,num_of_day
Reims,Strasbourg,2019_2020,]34 to 90],"(-0.345, 0.395]","(-1.028, -0.282]","(-0.0904, 0.27]","(-0.319, 0.0412]","(-0.0151, 0.116]","(-0.303, -0.157]",0,1.0,0.3333333333333333,8.666666666666666,15.666666666666666,0.6666666666666666,0.0,9.666666666666666,3.333333333333333,14.0,4.0,1,2.0,3.2,4.0,1604.58776855,1559.70715332,44.88061522999988,2.0,1.0,3.0,0.0,2.0,2.333333333333333,4.0,0.0,0.0,0.0,0.0,3.805948247354497,0.0,0.0,0.0,3.0,0.0,3.0,0.3333333333333333,0.0,0.0,0.0,6.766666666666667,90.0,2.151333333333333,1.8007583333333337,2.333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.0,9.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.2201333333333333,0.4483313750532141,-0.2281980417198808,10.666666666666666,8.333333333333334,4.666666666666667,2.6666666666666665,0.0,28.0,8.333333333333334,5.0,0.0,0.0,0.0,6.855238095238096,0.6666666666666666,0.0,2.333333333333333,1.0,0.3333333333333333,4.666666666666667,14.333333333333334,0.0,18.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,132.33333333333334,114.77666666666666,0.3333333333333333,270.0,4.144416666666666,3.885878787878789,0.2585378787878786,0.0,0.0,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.0,0.0,18.33333333333333,10.606666666666667,1.886287878787879,4.0,1.3333333333333333,2.333333333333333,4.333333333333333,2.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,5.333333333333333,3.333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,39.0,29.896666666666672,0.6666666666666666,163.66666666666666,0.6908888888888889,0.692959706959707,-0.002070818070818,1.3333333333333333,0.0,5.333333333333333,13.0,1.6666666666666667,6.0,0.0,0.0,5.666666666666667,0.0,0.0,0.3333333333333333,0.0,0.0,190.66666666666663,153.22,468.3333333333333,5.0877936507936505,5.423116582491583,-0.3353229316979318,6
Angers,Metz,2019_2020,]-22 to 34],"(0.395, 1.135]","(-1.774, -1.028]","(-0.451, -0.0904]","(-0.679, -0.319]","(0.116, 0.248]","(-0.303, -0.157]",1,1.6666666666666667,1.0,14.0,16.666666666666668,0.6666666666666666,0.0,11.333333333333334,2.6666666666666665,13.0,5.666666666666667,1,2.1,3.25,3.75,1565.56811523,1545.35241699,20.215698240000165,1.0,1.0,3.0,0.0,3.0,2.333333333333333,5.333333333333333,0.0,0.0,0.0,0.0,3.753902597402598,0.0,0.0,0.0,2.333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,6.5,90.0,1.5575000000000003,1.897829545454545,2.6666666666666665,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,5.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5088999999999998,0.6951970085470087,-0.1862970085470086,8.666666666666666,6.333333333333333,6.333333333333333,2.6666666666666665,0.0,19.33333333333333,17.333333333333332,7.666666666666667,0.0,0.3333333333333333,0.0,6.928571428571428,0.0,0.0,5.333333333333333,4.0,0.3333333333333333,6.0,9.666666666666666,0.0,18.666666666666668,9.666666666666666,0.0,1.6666666666666667,1.0,0.0,0.0,0.0,124.33333333333331,99.97999999999998,0.6666666666666666,330.0,3.362,3.61141452991453,-0.2494145299145299,0.0,0.3333333333333333,0.6666666666666666,3.0,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,14.333333333333334,8.49,1.624125,7.333333333333333,2.0,4.0,4.0,2.6666666666666665,0.3333333333333333,2.6666666666666665,1.0,1.0,0.0,0.0,6.333333333333333,2.6666666666666665,0.0,0.0,0.0,0.0,0.6666666666666666,70.0,54.86000000000001,3.333333333333333,256.3333333333333,0.8186000000000001,0.6403746246246247,0.1782253753753754,0.6666666666666666,0.0,4.0,10.333333333333334,2.6666666666666665,2.6666666666666665,0.0,0.0,7.333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,138.66666666666666,116.01333333333332,313.6666666666667,5.638566666666667,4.7700077162603485,0.8685589504063186,5
Paris SG,Toulouse,2019_2020,]315 to 371],"(-0.345, 0.395]","(6.433, 7.179]","(0.27, 0.631]","(1.481, 1.84]","(-0.278, -0.147]","(0.428, 0.574]",1,2.6666666666666665,1.3333333333333333,15.333333333333334,15.0,0.6666666666666666,0.3333333333333333,11.0,2.6666666666666665,15.333333333333334,5.0,1,1.1,10.0,21.0,1828.64782715,1508.17260742,320.47521972999994,1.0,1.0,2.0,1.0,1.0,3.6666666666666665,8.333333333333334,0.0,0.0,0.0,0.0,3.9824541778473455,0.0,0.0,0.0,3.6666666666666665,0.0,2.333333333333333,0.0,0.0,0.0,0.0,7.033333333333334,90.0,2.3863333333333334,2.149719444444444,6.333333333333333,3.6666666666666665,0.6666666666666666,0.6666666666666666,0.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.1711888888888888,0.7128501672240803,0.4583387216648087,6.0,4.666666666666667,3.0,0.6666666666666666,0.0,18.666666666666668,7.0,3.0,0.0,0.0,0.0,7.27,1.3333333333333333,0.0,2.333333333333333,2.6666666666666665,0.3333333333333333,4.666666666666667,12.666666666666666,0.0,21.33333333333333,11.333333333333334,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,172.33333333333334,148.89333333333337,1.6666666666666667,360.0,4.1375,3.753902597402598,0.3835974025974026,0.0,0.0,1.0,3.6666666666666665,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.0,0.0,22.666666666666668,15.883333333333336,1.8978295454545453,3.333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.0,0.0,2.0,0.6666666666666666,0.6666666666666666,0.0,0.0,5.666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,39.0,31.646666666666665,1.6666666666666667,156.0,0.5160533333333335,0.6951970085470086,-0.1791436752136752,0.3333333333333333,0.0,7.333333333333333,11.333333333333334,3.6666666666666665,1.6666666666666667,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,154.66666666666666,119.64333333333336,386.3333333333333,4.978833333333333,5.308435101010102,-0.3296017676767676,6
Strasbourg,Rennes,2019_2020,]-78 to -22],"(-1.085, -0.345]","(0.464, 1.21]","(-0.812, -0.451]","(1.481, 1.84]","(0.116, 0.248]","(-0.303, -0.157]",2,0.6666666666666666,0.3333333333333333,13.0,9.333333333333334,1.6666666666666667,1.0,10.333333333333334,4.0,16.0,2.6666666666666665,2,2.75,3.1,2.7,1571.49291992,1645.11755371,-73.62463378999996,2.0,0.0,2.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,3.646631578947368,0.3333333333333333,0.0,0.0,2.333333333333333,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,6.6,90.0,1.9098333333333333,1.8245291666666663,5.333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.0,9.666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.4816777777777778,0.7354118279569893,-0.2537340501792114,5.666666666666667,3.333333333333333,3.333333333333333,1.6666666666666667,0.0,10.0,10.666666666666666,1.6666666666666667,0.0,0.3333333333333333,0.0,6.763968253968254,1.0,0.0,4.0,1.3333333333333333,0.0,4.666666666666667,21.33333333333333,0.0,21.33333333333333,12.0,0.0,1.6666666666666667,0.3333333333333333,0.0,0.0,0.0,138.66666666666666,120.26666666666668,1.0,395.0,3.132538095238095,3.646631578947369,-0.5140934837092731,0.0,0.0,1.6666666666666667,4.0,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.0,0.0,13.666666666666666,7.276666666666666,1.8245291666666663,4.333333333333333,1.3333333333333333,3.0,3.6666666666666665,1.0,0.0,1.3333333333333333,0.0,0.6666666666666666,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,42.333333333333336,33.67333333333334,1.6666666666666667,165.33333333333334,0.8796666666666667,0.7354118279569892,0.1442548387096775,1.6666666666666667,0.0,6.333333333333333,8.333333333333334,2.0,4.666666666666667,0.0,0.0,5.0,0.0,0.3333333333333333,0.0,0.0,0.0,107.66666666666669,87.58666666666666,331.0,4.306555555555556,5.00001832884097,-0.6934627732854151,6
Montpellier,Lyon,2019_2020,]-190 to -134],"(-1.085, -0.345]","(-1.028, -0.282]","(0.992, 1.352]","(-0.319, 0.0412]","(0.248, 0.379]","(-0.0109, 0.135]",1,0.6666666666666666,0.0,17.666666666666668,15.666666666666666,3.0,1.3333333333333333,15.666666666666666,5.333333333333333,12.0,5.0,2,3.6,3.4,2.05,1616.27893066,1751.8104248,-135.53149413999995,2.0,0.0,2.0,0.0,1.0,3.333333333333333,2.0,0.0,0.0,0.0,0.3333333333333333,3.646631578947369,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,6.333333333333333,90.0,1.2625,1.8245291666666663,11.0,2.0,0.3333333333333333,0.3333333333333333,0.0,17.666666666666668,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.7830133333333334,0.7354118279569892,0.0476015053763442,4.0,5.0,2.333333333333333,1.3333333333333333,0.0,14.0,4.666666666666667,3.0,0.0,0.0,0.0,6.8183333333333325,0.3333333333333333,0.0,6.666666666666667,7.0,0.6666666666666666,7.333333333333333,13.666666666666666,0.0,49.66666666666666,31.0,0.0,3.333333333333333,0.6666666666666666,0.0,0.0,0.0,230.3333333333333,193.2133333333333,4.333333333333333,410.0,4.8076,3.7874285099052543,1.020171490094746,0.0,0.3333333333333333,0.0,3.333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,18.0,11.98,1.9891694444444443,10.0,4.0,5.0,3.0,1.0,0.6666666666666666,13.333333333333334,3.333333333333333,0.3333333333333333,0.0,0.0,6.0,3.333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,65.0,55.153333333333336,5.666666666666667,243.66666666666663,0.9682,0.6432181843381843,0.3249818156618158,1.0,0.0,3.6666666666666665,1.3333333333333333,0.3333333333333333,3.0,0.0,0.0,2.333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,98.66666666666669,81.11666666666667,252.3333333333333,4.389166666666667,4.877793678799667,-0.4886270121330003,1
Metz,Paris SG,2019_2020,]-303 to -247],"(4.835, 5.576]","(1.21, 1.956]","(0.631, 0.992]","(-1.038, -0.679]","(0.511, 0.642]","(-0.0109, 0.135]",2,1.3333333333333333,0.6666666666666666,11.0,13.0,1.3333333333333333,0.6666666666666666,10.333333333333334,2.6666666666666665,15.0,5.0,2,7.5,4.75,1.4,1530.07214355,1826.87365723,-296.80151368,3.0,4.0,1.0,2.0,1.0,1.3333333333333333,6.666666666666667,0.0,0.0,0.0,0.0,3.86403918586122,0.0,0.0,0.0,3.6666666666666665,0.0,1.6666666666666667,0.3333333333333333,0.0,0.0,0.0,7.099999999999999,90.0,1.9110000000000005,2.162897222222222,6.333333333333333,2.6666666666666665,2.0,0.3333333333333333,0.0,9.333333333333334,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6755022222222221,0.6726455882352941,0.002856633986928,3.333333333333333,3.0,6.333333333333333,2.333333333333333,0.0,16.666666666666668,8.0,7.0,0.0,0.0,0.0,6.833888888888889,0.6666666666666666,0.0,6.0,5.333333333333333,1.6666666666666667,6.333333333333333,9.333333333333334,0.0,52.333333333333336,28.33333333333333,0.0,3.0,1.6666666666666667,0.0,0.0,0.0,252.3333333333333,227.18666666666664,2.6666666666666665,430.6666666666667,4.645257142857143,3.768410533910533,0.876846608946609,0.0,0.0,1.0,3.6666666666666665,1.6666666666666667,0.0,0.0,0.0,0.0,16.666666666666668,13.35,1.7582583333333333,6.0,2.6666666666666665,4.0,1.6666666666666667,2.0,0.0,4.0,1.3333333333333333,1.0,0.0,0.0,8.0,3.333333333333333,0.0,0.0,0.0,0.0,0.0,73.66666666666667,59.423333333333325,1.6666666666666667,220.66666666666663,1.234,0.7103015715467329,0.5236984284532674,0.3333333333333333,0.0,7.333333333333333,3.0,1.0,1.0,0.0,0.0,3.333333333333333,0.0,0.0,0.0,0.0,0.0,207.0,187.03666666666663,247.0,10.72761111111111,5.257418906041548,5.470192205069565,4
Angers,Dijon,2019_2020,]90 to 146],"(-0.345, 0.395]","(-1.774, -1.028]","(0.631, 0.992]","(-1.038, -0.679]","(-0.0151, 0.116]","(-0.303, -0.157]",1,2.333333333333333,1.6666666666666667,14.333333333333334,12.666666666666666,0.0,0.0,13.0,3.6666666666666665,7.333333333333333,4.0,1,1.7,3.6,5.0,1571.86621094,1476.90368652,94.96252441999992,2.0,2.0,1.0,0.0,1.0,1.3333333333333333,5.0,0.0,0.0,0.0,0.0,3.692426108374384,0.0,0.0,0.0,2.333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,6.8,90.0,1.3835000000000004,1.8750795454545448,2.333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4514444444444442,0.668247264957265,-0.2168028205128206,10.333333333333334,5.333333333333333,6.333333333333333,3.6666666666666665,0.0,11.333333333333334,16.0,7.333333333333333,0.0,0.0,0.0,7.095238095238095,0.6666666666666666,0.0,5.0,6.0,1.3333333333333333,8.0,13.0,0.0,23.33333333333333,15.0,0.0,2.6666666666666665,0.3333333333333333,0.0,0.0,0.0,228.3333333333333,196.90666666666667,2.0,389.3333333333333,5.08705,4.3894788698955365,0.6975711301044637,0.0,0.0,0.3333333333333333,3.6666666666666665,1.6666666666666667,1.0,0.6666666666666666,0.0,0.0,22.33333333333333,16.416666666666668,1.829988888888889,4.333333333333333,1.6666666666666667,3.0,3.0,0.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,6.333333333333333,4.666666666666667,0.0,0.0,0.0,0.0,0.0,35.0,25.45,1.6666666666666667,163.33333333333334,0.6301111111111112,0.5980139215686275,0.0320971895424836,1.6666666666666667,0.0,6.666666666666667,10.333333333333334,3.333333333333333,5.333333333333333,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.3333333333333333,142.66666666666666,120.89,347.3333333333333,4.855428571428571,4.838297288277013,0.0171312831515585,5
Nantes,Montpellier,2019_2020,]-78 to -22],"(-1.825, -1.085]","(1.21, 1.956]","(-2.26, -1.894]","(0.401, 0.761]","(-0.0151, 0.116]","(-0.157, -0.0109]",1,1.0,0.0,18.666666666666668,10.666666666666666,0.6666666666666666,0.3333333333333333,11.666666666666666,4.0,16.0,6.333333333333333,1,2.1,3.1,3.75,1577.00012207,1621.94775391,-44.94763183999999,1.0,3.0,1.0,2.0,0.0,3.333333333333333,4.666666666666667,0.0,0.0,0.0,0.0,3.8140312500000007,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,6.7,90.0,0.982,1.9435378787878788,9.666666666666666,2.6666666666666665,1.0,1.6666666666666667,0.0,10.333333333333334,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5636933333333335,0.6243209364548495,-0.0606276031215161,7.333333333333333,1.6666666666666667,4.333333333333333,2.6666666666666665,0.0,11.333333333333334,2.333333333333333,0.6666666666666666,0.0,0.0,0.0,6.933333333333334,0.6666666666666666,0.0,2.6666666666666665,2.0,0.3333333333333333,7.666666666666667,10.333333333333334,0.0,20.0,10.333333333333334,0.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,63.0,45.06666666666666,0.6666666666666666,295.3333333333333,2.0226555555555548,4.033447163947164,-2.010791608391609,0.0,0.0,2.6666666666666665,3.333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,16.333333333333332,8.923333333333334,2.038221212121212,5.333333333333333,2.6666666666666665,5.333333333333333,4.333333333333333,1.3333333333333333,0.0,9.666666666666666,2.0,0.6666666666666666,0.0,0.0,8.666666666666666,5.0,0.0,0.0,0.0,0.0,0.0,48.333333333333336,34.296666666666674,3.6666666666666665,234.0,0.7659822222222222,0.7276398190045249,0.0383424032176974,0.6666666666666666,0.0,3.0,7.666666666666667,1.6666666666666667,7.666666666666667,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,99.33333333333331,79.67333333333333,362.6666666666667,3.9194,5.524435101010101,-1.6050351010101016,5
Toulouse,Amiens,2019_2020,]-22 to 34],"(-0.345, 0.395]","(-1.028, -0.282]","(-1.533, -1.173]","(-0.679, -0.319]","(-0.278, -0.147]","(-0.157, -0.0109]",1,1.6666666666666667,0.6666666666666666,18.666666666666668,11.666666666666666,0.6666666666666666,0.0,7.0,2.0,14.333333333333334,2.6666666666666665,1,2.05,3.0,4.2,1500.96459961,1504.63391113,-3.669311519999837,3.0,2.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,3.926176145491935,0.0,0.0,0.0,3.0,0.0,2.333333333333333,0.0,0.0,0.0,0.0,6.366666666666666,90.0,1.9491666666666667,1.964920833333333,4.0,1.3333333333333333,0.6666666666666666,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6224666666666668,0.7678546384145056,-0.1453879717478389,10.666666666666666,7.0,5.333333333333333,4.333333333333333,0.0,19.666666666666668,16.666666666666668,6.666666666666667,0.0,0.0,0.0,6.9150793650793645,0.0,0.0,4.666666666666667,3.333333333333333,1.0,4.333333333333333,21.33333333333333,0.0,47.0,25.33333333333333,0.0,1.0,1.0,0.0,0.0,0.0,110.33333333333331,79.88666666666667,1.3333333333333333,394.3333333333333,2.275088888888889,3.553827067669172,-1.2787381787802838,0.0,0.0,0.3333333333333333,4.0,3.333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,15.666666666666666,6.5233333333333325,1.8120916666666669,3.333333333333333,1.0,2.333333333333333,4.0,0.6666666666666666,0.0,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,23.666666666666668,17.363333333333333,1.3333333333333333,157.0,0.463488888888889,0.6111761757830763,-0.1476872868941872,1.3333333333333333,0.0,6.0,2.6666666666666665,1.0,2.6666666666666665,0.0,0.0,4.333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,121.33333333333331,94.17666666666666,355.3333333333333,4.811377777777778,5.110650729883127,-0.2992729521053493,5
Strasbourg,Monaco,2019_2020,]-22 to 34],"(1.135, 1.875]","(-0.282, 0.464]","(-0.0904, 0.27]","(1.121, 1.481]","(-0.147, -0.0151]","(-0.157, -0.0109]",0,0.3333333333333333,0.3333333333333333,17.0,9.666666666666666,0.0,0.0,11.666666666666666,5.0,12.0,5.666666666666667,1,2.7,3.2,2.75,1544.68041992,1543.95227051,0.7281494100000145,3.0,2.0,2.0,1.0,1.0,3.0,5.333333333333333,0.0,0.0,0.0,0.0,3.6292243539884192,0.0,0.0,0.0,2.6666666666666665,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,6.4,90.0,1.7331666666666663,2.0309791666666666,8.333333333333334,1.6666666666666667,2.333333333333333,0.6666666666666666,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.6128333333333335,0.7422733333333335,-0.12944,5.666666666666667,3.6666666666666665,3.6666666666666665,0.6666666666666666,0.0,3.6666666666666665,8.0,1.0,0.0,0.3333333333333333,0.0,6.854444444444444,0.0,0.0,5.0,4.666666666666667,1.3333333333333333,4.666666666666667,18.666666666666668,0.0,27.0,15.666666666666666,0.0,2.6666666666666665,2.0,0.0,0.0,0.0,164.66666666666666,136.89,1.6666666666666667,371.0,4.268483333333333,4.094858499525167,0.1736248338081673,0.0,0.0,1.3333333333333333,3.0,2.333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,15.333333333333334,12.536666666666669,1.860211111111111,4.333333333333333,1.6666666666666667,2.6666666666666665,3.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,29.666666666666668,23.55333333333333,1.3333333333333333,111.66666666666669,0.7086000000000002,0.7241122549019607,-0.0155122549019607,3.6666666666666665,0.0,7.333333333333333,7.666666666666667,1.0,3.6666666666666665,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,199.66666666666663,170.16333333333333,401.6666666666667,6.3894888888888905,5.177334376018247,1.2121545128706424,6
Lille,Angers,2019_2020,]34 to 90],"(-0.345, 0.395]","(1.21, 1.956]","(-1.173, -0.812]","(0.761, 1.121]","(-0.0151, 0.116]","(-0.157, -0.0109]",1,3.333333333333333,1.3333333333333333,15.666666666666666,11.666666666666666,0.3333333333333333,0.3333333333333333,10.666666666666666,2.333333333333333,13.333333333333334,4.0,1,1.95,3.2,4.5,1667.9666748,1578.31420898,89.65246581999986,1.0,2.0,2.0,2.0,0.0,2.0,4.333333333333333,0.0,0.0,0.0,0.3333333333333333,3.7393563851489184,0.0,0.0,0.0,2.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,7.066666666666666,90.0,1.2365000000000002,1.9129041666666664,4.666666666666667,2.6666666666666665,0.0,1.3333333333333333,0.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5798333333333333,0.618361111111111,-0.0385277777777777,9.0,8.666666666666666,3.333333333333333,3.0,0.0,31.0,12.333333333333334,4.333333333333333,0.0,0.0,0.0,7.2023809523809526,0.0,0.0,4.0,2.333333333333333,0.3333333333333333,4.666666666666667,9.0,0.0,21.33333333333333,11.0,0.0,2.6666666666666665,0.6666666666666666,0.0,0.0,0.0,122.66666666666669,104.12666666666668,1.6666666666666667,360.0,3.07745,3.9261761454919353,-0.8487261454919347,0.0,0.0,0.3333333333333333,4.0,3.333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,5.333333333333333,1.7933333333333323,1.964920833333333,5.333333333333333,1.6666666666666667,4.0,3.333333333333333,2.333333333333333,0.0,4.0,1.3333333333333333,2.333333333333333,0.0,0.0,5.333333333333333,3.333333333333333,0.0,0.0,0.0,0.0,0.0,65.33333333333333,52.370000000000005,3.6666666666666665,203.3333333333333,0.8069888888888891,0.7678546384145056,0.0391342504743833,0.6666666666666666,0.0,5.333333333333333,6.0,1.3333333333333333,4.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,130.33333333333334,107.75,338.6666666666667,4.896444444444444,5.2160183288409705,-0.319573884396526,4
Bordeaux,Metz,2019_2020,]34 to 90],"(1.135, 1.875]","(1.956, 2.702]","(-0.0904, 0.27]","(1.84, 2.2]","(-0.0151, 0.116]","(-0.0109, 0.135]",1,0.3333333333333333,0.0,12.0,14.333333333333334,0.3333333333333333,0.0,8.0,2.0,11.666666666666666,4.333333333333333,1,1.85,3.3,4.75,1564.61376953,1526.21130371,38.40246581999986,2.0,2.0,2.0,1.0,1.0,2.333333333333333,2.6666666666666665,0.0,0.0,0.0,0.0,4.023674196174196,0.0,0.0,0.0,2.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,6.5,90.0,1.5831666666666664,1.897025,5.333333333333333,1.6666666666666667,2.6666666666666665,1.6666666666666667,0.0,12.333333333333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.7772622222222223,0.7637260059358731,0.0135362162863491,5.0,4.333333333333333,3.6666666666666665,2.333333333333333,0.0,11.333333333333334,6.0,4.0,0.0,0.0,0.0,6.780555555555556,0.3333333333333333,0.0,4.666666666666667,4.666666666666667,0.3333333333333333,4.666666666666667,10.666666666666666,0.0,5.333333333333333,2.6666666666666665,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,139.0,119.6733333333333,0.3333333333333333,330.0,3.8043333333333336,3.587791187739464,0.2165421455938698,0.0,0.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,15.333333333333334,8.903333333333334,1.6805416666666666,5.0,1.3333333333333333,5.666666666666667,3.333333333333333,2.6666666666666665,0.6666666666666666,3.0,1.0,1.0,0.0,0.0,7.0,3.333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,72.66666666666667,59.366666666666674,3.0,278.3333333333333,0.8003333333333335,0.6871677777777778,0.1131655555555555,0.3333333333333333,0.0,2.6666666666666665,8.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.3333333333333333,0.0,0.0,177.33333333333334,153.03,295.0,6.442011111111111,5.057394152046784,1.3846169590643267,5
